date,net_value
2023-12-20,1.6181
2023-12-21,1.6188
2023-12-22,1.6197
2023-12-25,1.6205
2023-12-26,1.621
2023-12-27,1.6219
2023-12-28,1.6225
2023-12-29,1.6231
2023-12-31,1.6232
2024-01-02,1.6233
2024-01-03,1.6233
2024-01-04,1.6237
2024-01-05,1.6243
2024-01-08,1.6249
2024-01-09,1.6252
2024-01-10,1.6256
2024-01-11,1.6258
2024-01-12,1.6259
2024-01-15,1.6264
2024-01-16,1.6265
2024-01-17,1.6269
2024-01-18,1.6271
2024-01-19,1.6277
2024-01-22,1.6287
2024-01-23,1.6288
2024-01-24,1.629
2024-01-25,1.6294
2024-01-26,1.6295
2024-01-29,1.6299
2024-01-30,1.6305
2024-01-31,1.6312
2024-02-01,1.6315
2024-02-02,1.6316
2024-02-05,1.6325
2024-02-06,1.6321
2024-02-07,1.6325
2024-02-08,1.6326
2024-02-19,1.6338
2024-02-20,1.6343
2024-02-21,1.6346
2024-02-22,1.635
2024-02-23,1.6356
2024-02-26,1.6362
2024-02-27,1.6366
2024-02-28,1.6374
2024-02-29,1.638
2024-03-01,1.6368
2024-03-04,1.6378
2024-03-05,1.6388
2024-03-06,1.6412
2024-03-07,1.6409
2024-03-08,1.6409
2024-03-11,1.6406
2024-03-12,1.6397
2024-03-13,1.6399
2024-03-14,1.6396
2024-03-15,1.6399
2024-03-18,1.6402
2024-03-19,1.6406
2024-03-20,1.6406
2024-03-21,1.6407
2024-03-22,1.6407
2024-03-25,1.6406
2024-03-26,1.6407
2024-03-27,1.641
2024-03-28,1.6413
2024-03-29,1.6419
2024-04-01,1.6415
2024-04-02,1.6425
2024-04-03,1.6432
2024-04-08,1.6439
2024-04-09,1.6447
2024-04-10,1.6443
2024-04-11,1.6451
2024-04-12,1.6463
2024-04-15,1.6468
2024-04-16,1.6471
2024-04-17,1.648
2024-04-18,1.6487
2024-04-19,1.6489
2024-04-22,1.6495
2024-04-23,1.65
2024-04-24,1.6493
2024-04-25,1.6488
2024-04-26,1.6481
2024-04-29,1.6468
