日期,收盘点位,市值(美元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点,PE-TTM 50%分位点,PE-TTM 20%分位点
2023-10-20,4224.16,37641247675341.11,22.8071,0.5744,28.6627,21.3584,17.4617
2023-10-19,4278,38132545769126.28,23.1229,0.5947,28.6627,21.3577,17.4617
2023-10-18,4314.6,38463505934464.805,23.3087,0.6147,28.6627,21.3567,17.4617
2023-10-17,4373.2,38977767145307.79,23.6245,0.6464,28.6627,21.3558,17.4617
2023-10-16,4373.63,38979329067292.95,23.6242,0.6462,28.6627,21.3512,17.4617
2023-10-13,4327.78,38565803720077.87,23.3736,0.6217,28.6663,21.3466,17.4595
2023-10-12,4349.61,38641926598364.484,23.501,0.6347,28.6663,21.3435,17.4595
2023-10-11,4376.95,38884615377481.65,23.6537,0.6495,28.6663,21.3404,17.4595
2023-10-10,4358.24,38717843481006.58,23.5581,0.6397,28.6663,21.3394,17.4595
2023-10-09,4335.66,38515600370897.55,23.435,0.6286,28.6663,21.3383,17.4595
2023-10-06,4308.5,38278404942938.01,23.2907,0.6137,28.6682,21.338,17.4583
2023-10-05,4258.19,37836087799362.48,22.9805,0.5867,28.6682,21.3376,17.4583
2023-10-04,4263.75,37884941571982.92,23.042,0.5918,28.6682,21.3368,17.4583
2023-10-03,4229.45,37570822608895.77,22.8509,0.5785,28.6682,21.3359,17.4583
2023-10-02,4288.39,38092125565574.74,23.1672,0.6005,28.6682,21.3344,17.4583
2023-09-29,4288.05,38051938981179.63,23.1874,0.6025,28.6717,21.3329,17.4559
2023-09-28,4299.7,38157947466625.72,23.2758,0.6116,28.6717,21.3325,17.4559
2023-09-27,4274.51,37934321863532.68,23.1412,0.5968,28.6717,21.332,17.4559
2023-09-26,4273.53,37929530623956.74,23.142,0.5971,28.6717,21.3283,17.4559
2023-09-25,4337.44,38494191145296.7,23.4837,0.6327,28.6717,21.3245,17.4559
2023-09-22,4320.06,38342055470242.375,23.3909,0.6234,28.6814,21.322,17.4559
2023-09-21,4330,38435854912107.11,23.4481,0.6294,28.6814,21.3196,17.4559
2023-09-20,4402.2,39084564286712.59,23.8449,0.6657,28.6814,21.3183,17.4559
2023-09-19,4443.95,39455928324341.2,24.0723,0.6813,28.6814,21.3171,17.4559
2023-09-18,4453.53,39538081665415.26,24.1224,0.6846,28.6814,21.3162,17.4559
2023-09-15,4450.32,39513332715972.68,24.1073,0.6832,28.7514,21.3154,17.4551
2023-09-14,4505.1,39993301324300.08,24.391,0.6947,28.7514,21.3143,17.4551
2023-09-13,4467.44,39663024724517.555,24.1896,0.6881,28.7514,21.3133,17.4551
2023-09-12,4461.9,39604186194703.81,24.1537,0.6864,28.7514,21.3124,17.4551
2023-09-11,4487.46,39848110288852.67,24.3154,0.6918,28.7514,21.3115,17.4551
2023-09-08,4457.49,39565951506325.2,24.1335,0.6856,28.7634,21.3112,17.455
2023-09-07,4451.14,39505812603362.59,24.0968,0.6833,28.7634,21.311,17.455
2023-09-06,4465.48,39623724935683.12,24.1856,0.6877,28.7634,21.3091,17.455
2023-09-05,4496.83,39901611823843.44,24.3606,0.6933,28.7634,21.3072,17.455
2023-09-01,4515.77,40063486592830.08,24.4641,0.6968,28.7634,21.3039,17.455
2023-08-31,4507.66,39997275681938.48,24.4702,0.6969,28.7647,21.3006,17.4543
2023-08-30,4514.87,40059037378721.125,24.5329,0.6984,28.7647,21.2992,17.4543
2023-08-29,4497.63,39910386075023.086,24.436,0.6963,28.7647,21.2979,17.4543
2023-08-28,4433.31,39334023058654.61,24.0838,0.6833,28.7647,21.295,17.4543
2023-08-25,4405.71,39088361579669.01,24.0147,0.6809,28.7647,21.2921,17.4543
2023-08-24,4376.31,38819671634153.13,23.8686,0.6697,28.7784,21.2903,17.4542
2023-08-23,4436.01,39355858391068.61,24.204,0.6894,28.7784,21.2885,17.4542
2023-08-22,4387.55,38927438924297.88,23.9403,0.6764,28.7784,21.2837,17.4542
2023-08-21,4399.77,39034069090936.33,23.9507,0.6773,28.7784,21.2788,17.4542
2023-08-18,4369.71,38769399346243.77,23.7883,0.6628,28.7784,21.2782,17.4542
2023-08-17,4370.36,38777539968954.28,23.7938,0.6632,28.7842,21.2776,17.4542
2023-08-16,4404.33,39085352418570.81,23.9849,0.6788,28.7842,21.2774,17.4542
2023-08-15,4437.86,39384394247931.33,24.1684,0.6874,28.7842,21.2772,17.4542
2023-08-14,4489.72,39843870105821.47,24.4394,0.6959,28.7842,21.2761,17.4542
2023-08-11,4464.05,39618197656217.98,24.301,0.6916,28.7842,21.275,17.4542
2023-08-10,4468.83,39659835867015.53,24.3281,0.6929,28.7895,21.275,17.452
2023-08-09,4467.71,39649686061775.914,24.3106,0.6919,28.7895,21.2749,17.452
2023-08-08,4499.38,39922153066494.19,24.326,0.6927,28.7895,21.2739,17.452
2023-08-07,4518.44,40086195550716.63,24.3888,0.6941,28.7895,21.2729,17.452
2023-08-04,4478.03,39722675250664.05,25.2572,0.7162,28.7895,21.2716,17.452
2023-08-03,4501.89,39936251878889.234,25.4445,0.721,28.7971,21.2702,17.4492
2023-08-02,4513.39,40044526952583.14,25.4278,0.721,28.7971,21.2687,17.4492
2023-08-01,4576.73,40611094283078.195,25.6792,0.728,28.7971,21.2672,17.4492
2023-07-31,4588.96,40734123690318.72,25.6355,0.7258,28.7971,21.2649,17.4492
2023-07-28,4582.23,40674616750335.16,25.6287,0.7255,28.7971,21.2625,17.4492
2023-07-27,4537.41,40275694987382.29,25.4245,0.7211,28.808,21.261,17.4476
2023-07-26,4566.75,40534966172258.45,25.7537,0.731,28.808,21.2595,17.4476
2023-07-25,4567.46,40544422307274.61,25.8157,0.7316,28.808,21.257,17.4476
2023-07-24,4554.64,40442368245026.52,25.6633,0.7272,28.808,21.2544,17.4476
2023-07-21,4536.34,40277476616053.766,25.5603,0.7243,28.808,21.253,17.4476
2023-07-20,4534.87,40267035552686.51,25.5642,0.7248,28.8208,21.2516,17.4391
2023-07-19,4565.72,40551691322898.8,25.7498,0.7306,28.8208,21.2506,17.4391
2023-07-18,4554.98,40462825070477.62,25.7397,0.7301,28.8208,21.2496,17.4391
2023-07-17,4522.79,40183395146217.57,25.5622,0.725,28.8208,21.2493,17.4391
2023-07-14,4505.42,40041930621140.94,25.4881,0.7229,28.8208,21.249,17.4391
2023-07-13,4510.04,40077800083287.85,25.5118,0.7233,28.8272,21.2477,17.4386
2023-07-12,4472.16,39737606678600.13,25.3321,0.7194,28.8272,21.2464,17.4386
2023-07-11,4439.26,39444187470973.805,25.1451,0.715,28.8272,21.2443,17.4386
2023-07-10,4409.53,39182125801890.98,24.978,0.7115,28.8272,21.2422,17.4386
2023-07-07,4398.95,39095380783820.984,24.9227,0.7096,28.8272,21.2385,17.4386
2023-07-06,4411.59,39211849345069.01,24.997,0.7119,28.8272,21.2349,17.4381
2023-07-05,4446.82,39525009731219.086,25.1966,0.7161,28.8272,21.2332,17.4381
2023-07-03,4455.59,39598947385868.67,25.2437,0.7178,28.8272,21.2316,17.4381
2023-06-30,4450.38,39548174006559.33,25.2123,0.7167,28.8272,21.2313,17.4381
2023-06-29,4396.44,39070723973245.98,24.8968,0.7099,28.8272,21.2311,17.4381
2023-06-28,4376.86,38898879933638.27,24.7166,0.7051,28.8478,21.2238,17.4371
2023-06-27,4378.41,38911372728122.89,24.7455,0.7059,28.8478,21.2166,17.4371
2023-06-26,4328.82,38471071882927.97,24.4629,0.6994,28.8478,21.2157,17.4371
2023-06-23,4348.33,38656202123144.21,24.5802,0.7017,28.8478,21.2147,17.4371
2023-06-22,4381.89,38951116442478.05,24.7678,0.7063,28.8478,21.2145,17.4371
2023-06-21,4365.69,38798154351845.49,24.6692,0.7047,28.8512,21.2143,17.4355
2023-06-20,4388.71,39003045452576.65,24.7995,0.707,28.8512,21.2133,17.4355
2023-06-16,4409.59,39114078045586.73,24.8298,0.7078,28.8512,21.2123,17.4355
2023-06-15,4425.84,39259140520483.44,24.9228,0.7098,28.8512,21.2115,17.4355
2023-06-14,4372.59,38786897442443.61,24.623,0.7036,28.8512,21.2107,17.4355
2023-06-13,4369.01,38746543824439.766,24.5972,0.7032,28.859,21.2092,17.4348
2023-06-12,4338.93,38483329063028.21,24.4301,0.7,28.859,21.2077,17.4348
2023-06-09,4298.86,38121245504207.78,24.1946,0.6936,28.859,21.2048,17.4348
2023-06-08,4293.93,38074829429529.25,24.1651,0.6926,28.859,21.2019,17.4348
2023-06-07,4267.52,37835506241704.984,24.0132,0.6857,28.859,21.2016,17.4348
2023-06-06,4283.85,37993881662736.89,24.1286,0.6911,28.8618,21.2012,17.4321
2023-06-05,4273.79,37899166084500.06,24.0684,0.688,28.8618,21.1992,17.4321
2023-06-02,4282.37,37970396417692.51,23.9799,0.6844,28.8618,21.1971,17.4321
2023-06-01,4221.02,37432484666136.2,23.6331,0.6548,28.8618,21.1968,17.4321
2023-05-31,4179.83,37075380737128.6,23.4194,0.6335,28.8618,21.1964,17.4321
2023-05-30,4205.52,37290746172934.98,23.6883,0.6601,28.8637,21.1958,17.4314
2023-05-26,4205.45,37287352718187.98,23.6861,0.6599,28.8637,21.1951,17.4314
2023-05-25,4151.28,36810307322306.836,23.3853,0.6313,28.8637,21.1948,17.4314
2023-05-24,4115.24,36501252889702.23,23.1969,0.612,28.8637,21.1945,17.4314
2023-05-23,4145.58,36767912270664.38,23.3683,0.6296,28.8637,21.1942,17.4314
2023-05-22,4192.63,37192804413620.4,23.6373,0.6556,28.8699,21.1939,17.4295
2023-05-19,4191.98,37189155456545.63,23.635,0.6553,28.8699,21.1934,17.4295
2023-05-18,4198.05,37244550810923.57,23.6453,0.6561,28.8699,21.1928,17.4295
2023-05-17,4158.77,36896165331067.87,23.4241,0.635,28.8699,21.1927,17.4295
2023-05-16,4109.9,36465893232911.55,23.151,0.6072,28.8699,21.1925,17.4295
2023-05-15,4136.28,36692930900639.73,23.2951,0.6228,28.872,21.1922,17.4283
2023-05-12,4124.08,36588851643121.21,23.234,0.6171,28.872,21.1918,17.4283
2023-05-11,4130.62,36648921217310.92,23.2774,0.6213,28.872,21.1908,17.4283
2023-05-10,4137.64,36696277476111.86,23.3077,0.6238,28.872,21.1897,17.4283
2023-05-09,4119.17,36529188540376.43,23.1418,0.6067,28.872,21.1894,17.4283
2023-05-08,4138.12,36701250081791.94,23.1963,0.6127,28.8783,21.1891,17.4263
2023-05-05,4136.25,36683107741262.97,23.6243,0.6537,28.8783,21.1888,17.4263
2023-05-04,4061.22,36038612798897.44,23.0382,0.6015,28.8783,21.1885,17.4263
2023-05-03,4090.75,36289132516106.44,23.0937,0.6049,28.8783,21.186,17.4263
2023-05-02,4119.58,36548877128257.23,23.3502,0.628,28.8783,21.1834,17.4263
2023-05-01,4167.87,36985263039005.97,23.7863,0.6673,28.8905,21.1834,17.425
2023-04-28,4169.48,37001095297823.586,23.8074,0.6691,28.8905,21.1834,17.425
2023-04-27,4135.35,36710105441261.96,23.4596,0.6392,28.8905,21.1827,17.425
2023-04-26,4055.99,36016890751184.55,23.1661,0.6105,28.8905,21.182,17.425
2023-04-25,4071.63,36167648082065.2,23.2527,0.6195,28.8905,21.1819,17.425
2023-04-24,4137.04,36746759359814.66,23.7485,0.6634,28.8913,21.1818,17.4235
2023-04-21,4133.52,36719033624233.89,23.7111,0.6608,28.8913,21.1812,17.4235
2023-04-20,4129.79,36680570996911.95,23.6457,0.6558,28.8913,21.1806,17.4235
2023-04-19,4154.52,36899062404443.12,23.8009,0.6685,28.8913,21.1795,17.4235
2023-04-18,4154.87,36905718916871.36,23.816,0.6695,28.8913,21.1784,17.4235
2023-04-17,4151.32,36877509279269.47,23.7975,0.6684,28.9048,21.1755,17.4225
2023-04-14,4137.64,36758565836313.195,23.7207,0.6615,28.9048,21.1725,17.4225
2023-04-13,4146.22,36828773577870.28,23.766,0.6652,28.9048,21.1719,17.4225
2023-04-12,4091.95,36341443165972.93,23.4589,0.6399,28.9048,21.1713,17.4225
2023-04-11,4108.94,36492286316690.2,23.5563,0.6477,28.9048,21.1653,17.4225
2023-04-10,4109.11,36495582479392.17,23.5584,0.648,28.926,21.1593,17.4217
2023-04-06,4105.02,36466204712851.81,23.5394,0.6464,28.926,21.1562,17.4217
2023-04-05,4090.38,36331643530811.73,23.4514,0.6395,28.926,21.1531,17.4217
2023-04-04,4100.6,36424517600460.27,23.5132,0.6446,28.926,21.1519,17.4217
2023-04-03,4124.51,36631472161715.16,23.6488,0.6565,28.926,21.1508,17.4217
2023-03-31,4109.31,36501184284200.71,23.5651,0.648,28.9282,21.1499,17.4201
2023-03-30,4050.83,35975819800671.76,23.2259,0.6179,28.9282,21.1491,17.4201
2023-03-29,4027.81,35774740464370.555,23.0932,0.6072,28.9282,21.1484,17.4201
2023-03-28,3971.27,35275475837016.88,22.7226,0.5838,28.9282,21.1478,17.4201
2023-03-27,3977.53,35333934201169.49,22.7568,0.5857,28.9282,21.1472,17.4201
2023-03-24,3970.99,35274869363225.734,22.7182,0.5835,28.9298,21.1467,17.4197
2023-03-23,3948.72,35083551285267.156,22.5967,0.5776,28.9298,21.146,17.4197
2023-03-22,3936.97,34977039849051.55,22.5249,0.5721,28.9298,21.1454,17.4197
2023-03-21,4002.87,35557367238703.79,22.8986,0.5934,28.9298,21.1451,17.4197
2023-03-20,3951.57,35095840422995.227,22.6014,0.5779,28.9298,21.1448,17.4197
2023-03-17,3916.64,34767996069743.797,22.4182,0.5683,28.9308,21.1434,17.4174
2023-03-16,3960.28,35149971068489.195,22.6999,0.5824,28.9308,21.1419,17.4174
2023-03-15,3891.93,34551778199774.89,22.3087,0.5647,28.9308,21.1379,17.4174
2023-03-14,3919.29,34787920690157.17,22.4613,0.5689,28.9308,21.1339,17.4174
2023-03-13,3855.76,34207588565055.87,22.0895,0.5551,28.9308,21.1324,17.4174
2023-03-10,3861.59,34196406649031.61,22.0826,0.5549,28.9361,21.1308,17.4159
2023-03-09,3918.32,34695871963466.59,22.399,0.5677,28.9361,21.1306,17.4159
2023-03-08,3992.01,35346038263236.99,22.8188,0.5882,28.9361,21.1303,17.4159
2023-03-07,3986.37,35300178065944.73,22.7965,0.5872,28.9361,21.1294,17.4159
2023-03-06,4048.42,35845162110197.16,23.1483,0.6086,28.9361,21.1286,17.4159
2023-03-03,4045.64,35816439298216.31,23.1297,0.6075,28.9462,21.1262,17.4133
2023-03-02,3981.35,35244620720485.87,22.7618,0.5858,28.9462,21.1239,17.4133
2023-03-01,3951.39,34988891926628.5,22.5963,0.5779,28.9462,21.121,17.4133
2023-02-28,3970.15,35158874100756.73,22.6502,0.5792,28.9462,21.118,17.4133
2023-02-27,3982.24,35264720093916.48,22.7269,0.5839,28.9462,21.1128,17.4133
2023-02-24,3970.04,35160703723342.98,22.0809,0.5551,28.9502,21.1076,17.4115
2023-02-23,4012.32,35535634704442.516,22.1158,0.5576,28.9502,21.1062,17.4115
2023-02-22,3991.05,35378027778577.055,22.0478,0.5533,28.9502,21.1048,17.4115
2023-02-21,3997.34,35435366881944.07,22.2213,0.5621,28.9502,21.1046,17.4115
2023-02-17,4079.09,36153713116201.78,22.5754,0.577,28.9502,21.1045,17.4115
2023-02-16,4090.41,36249776491410.34,22.5694,0.5768,28.9866,21.104,17.4086
2023-02-15,4147.6,36767508568777.2,22.8253,0.588,28.9866,21.1036,17.4086
2023-02-14,4136.13,36666573327032.16,22.7946,0.5868,28.9866,21.102,17.4086
2023-02-13,4137.29,36681127191612.69,22.817,0.5875,28.9866,21.1004,17.4086
2023-02-10,4090.46,36266349424057.12,22.1442,0.5591,28.9866,21.0995,17.4086
2023-02-09,4081.5,36194321266765.69,22.1941,0.5613,28.9921,21.0986,17.4041
2023-02-08,4117.86,36513548105874.02,22.3773,0.5672,28.9921,21.0984,17.4041
2023-02-07,4164,36935012064223.08,22.6731,0.5809,28.9921,21.0982,17.4041
2023-02-06,4111.08,36473137469501.89,22.3825,0.5676,28.9921,21.0975,17.4041
2023-02-03,4136.48,36701244470157.27,22.5021,0.5706,28.9921,21.0969,17.4041
2023-02-02,4179.76,37105939880197.08,22.24,0.5636,28.9958,21.0966,17.4009
2023-02-01,4119.21,36577461092248.36,21.8227,0.5391,28.9958,21.0964,17.4009
2023-01-31,4076.6,36199587120554.01,21.5758,0.5261,28.9958,21.0962,17.4009
2023-01-30,4017.77,35676730847021.664,21.2885,0.5122,28.9958,21.0959,17.4009
2023-01-27,4070.56,36143678684762.55,21.5667,0.5258,28.9958,21.0957,17.4009
2023-01-26,4060.43,36041085432293.46,21.4948,0.5224,29.0135,21.0954,17.4006
2023-01-25,4016.22,35652568954626.875,21.2496,0.5103,29.0135,21.0948,17.4006
2023-01-24,4016.95,35659864605482.555,21.2595,0.5107,29.0135,21.0942,17.4006
2023-01-23,4019.81,35687564463359.34,21.2464,0.5101,29.0135,21.0941,17.4006
2023-01-20,3972.61,35268040927175.42,20.9966,0.4909,29.0135,21.0939,17.4006
2023-01-19,3898.85,34615197207663.59,20.608,0.4552,29.0169,21.0941,17.4001
2023-01-18,3928.86,34881659728364.098,20.763,0.4695,29.0169,21.0942,17.4001
2023-01-17,3990.97,35431155432091.74,21.0901,0.4994,29.0169,21.0948,17.4001
2023-01-13,3999.09,35469035881221.7,21.1818,0.5052,29.0169,21.0954,17.4001
2023-01-12,3983.17,35325199547096.85,21.0959,0.5003,29.0169,21.0948,17.4001
2023-01-11,3969.61,35210684774937.09,21.0276,0.4934,29.028,21.0942,17.3998
2023-01-10,3919.25,34762511177351.035,20.7599,0.469,29.028,21.0948,17.3998
2023-01-09,3892.09,34526193054029.766,20.6188,0.4573,29.028,21.0954,17.3998
2023-01-06,3895.08,34549524161571.01,20.6327,0.4585,29.028,21.0959,17.3998
2023-01-05,3808.1,33781302273245.59,20.1715,0.4191,29.028,21.0964,17.3998
2023-01-04,3852.97,34171301115504.27,20.3182,0.433,29.0403,21.0966,17.399
2023-01-03,3824.14,33933593972327.15,20.1768,0.4196,29.0403,21.0969,17.399
2022-12-30,3839.5,34063823409199.83,20.2542,0.4287,29.0403,21.0975,17.399
2022-12-29,3849.28,34146851495495.92,20.3036,0.4317,29.0403,21.0982,17.399
2022-12-28,3783.22,33560749519916.1,19.9556,0.3998,29.0403,21.0984,17.399
2022-12-27,3829.25,33968403614228.77,20.2103,0.4234,29.0716,21.0986,17.3986
2022-12-23,3844.82,34109644141903.25,20.2943,0.4307,29.0716,21.0995,17.3986
2022-12-22,3822.39,33910450489962.22,20.1758,0.4196,29.0716,21.1004,17.3986
2022-12-21,3878.44,34408148523046.42,20.4418,0.4419,29.0716,21.102,17.3986
2022-12-20,3821.62,33903767450690.29,20.1413,0.4159,29.0716,21.1036,17.3986
2022-12-19,3817.66,33871028906097.23,20.1187,0.4141,29.0743,21.104,17.3982
2022-12-16,3852.36,34180031718387.18,20.3026,0.4311,29.0743,21.1045,17.3982
2022-12-15,3895.75,34560165184824.59,20.5461,0.4497,29.0743,21.1046,17.3982
2022-12-14,3995.32,35443215330074.19,21.0834,0.4971,29.0743,21.1048,17.3982
2022-12-13,4019.65,35657350380664.01,21.2107,0.5065,29.0743,21.1062,17.3982
2022-12-12,3990.56,35408849084252.14,21.1004,0.4995,29.0777,21.1048,17.3961
2022-12-09,3934.38,34916664748506.51,20.8065,0.4729,29.0777,21.1062,17.3961
2022-12-08,3963.51,35175143995920.56,20.9589,0.4865,29.0777,21.1076,17.3961
2022-12-07,3933.92,34920440754033.215,20.7661,0.4689,29.0777,21.1128,17.3961
2022-12-06,3941.26,34992440515775.96,20.8087,0.473,29.0777,21.118,17.3961
2022-12-05,3998.84,35508525302185.67,21.0747,0.4961,29.0902,21.121,17.3956
2022-12-02,4071.7,36159977849433.89,21.4613,0.5182,29.0902,21.1239,17.3956
2022-12-01,4076.57,36199486558955.67,21.4848,0.5193,29.0902,21.121,17.3956
2022-11-30,4080.11,36229774779828.88,21.4338,0.5167,29.0902,21.118,17.3956
2022-11-29,3957.63,35144944265961.57,20.792,0.4715,29.0902,21.1128,17.3956
2022-11-28,3963.94,35205400178408.82,20.826,0.4743,29.1077,21.118,17.3948
2022-11-25,4026.12,35747473596610.195,21.1467,0.5015,29.1077,21.121,17.3948
2022-11-23,4027.26,35745254367195.52,21.1454,0.5014,29.1077,21.118,17.3948
2022-11-22,4003.58,35544799874821.625,20.9952,0.4897,29.1077,21.1128,17.3948
2022-11-21,3949.94,35074093161322.25,20.7254,0.4651,29.1077,21.118,17.3948
2022-11-18,3965.34,35219223716898.16,20.8132,0.4739,29.1115,21.121,17.3904
2022-11-17,3946.56,35060043479460.97,20.6901,0.4621,29.1115,21.1239,17.3904
2022-11-16,3958.79,35166621443145.74,20.753,0.4678,29.1115,21.1262,17.3904
2022-11-15,3991.73,35452996369974.266,20.9257,0.4833,29.1115,21.1286,17.3904
2022-11-14,3957.25,35135965529323.74,20.7384,0.4664,29.1115,21.1294,17.3904
2022-11-11,3992.93,35453908606432.26,20.9113,0.4821,29.1324,21.1303,17.3896
2022-11-10,3956.37,35124961546050.94,20.7173,0.4644,29.1324,21.1306,17.3896
2022-11-09,3748.57,33308928002034.945,19.6607,0.3809,29.1324,21.1308,17.3896
2022-11-08,3828.11,34018008377763.52,20.1303,0.4166,29.1324,21.1324,17.3896
2022-11-07,3806.8,33842291648539.35,20.0719,0.4104,29.1324,21.1339,17.3896
2022-11-04,3770.55,33527795391273.88,19.6795,0.3828,29.141,21.1379,17.3896
2022-11-03,3719.89,33086316030127.39,19.3282,0.3684,29.141,21.1419,17.3896
2022-11-02,3759.69,33460743903930.855,19.5303,0.376,29.141,21.1434,17.3896
2022-11-01,3856.1,34336725678327.01,20.1606,0.419,29.141,21.1448,17.3896
2022-10-31,3871.98,34478640124380.07,20.2909,0.4317,29.141,21.1463,17.3896
2022-10-28,3901.06,34750586154277.414,20.4362,0.4418,29.1498,21.1478,17.3867
2022-10-27,3807.3,33931114766358.484,19.8191,0.391,29.1498,21.1484,17.3867
2022-10-26,3830.6,34169576094911.598,19.8221,0.3913,29.1498,21.1491,17.3867
2022-10-25,3859.11,34438166436539.09,19.9321,0.3997,29.1498,21.1499,17.3867
2022-10-24,3797.34,33895923153223.49,19.5553,0.377,29.1498,21.1508,17.3867
2022-10-21,3752.75,33499249640366.33,19.3509,0.3695,29.1535,21.1519,17.3867
2022-10-20,3665.78,32727504238219.32,18.8924,0.348,29.1535,21.1531,17.3867
2022-10-19,3695.16,32988783174561.38,19.054,0.3587,29.1535,21.1562,17.3867
2022-10-18,3719.98,33252905112970.69,19.2089,0.3638,29.1535,21.1593,17.3867
2022-10-17,3677.95,32834461772928.113,18.9817,0.3541,29.1535,21.1653,17.3867
2022-10-14,3583.07,31987958180074.85,18.4924,0.3069,29.158,21.1713,17.3859
2022-10-13,3669.91,32762383550291.758,18.9401,0.3518,29.158,21.1719,17.3859
2022-10-12,3577.03,31942932028783.35,18.4497,0.304,29.158,21.1725,17.3859
2022-10-11,3588.84,32046789037076.52,18.5124,0.3086,29.158,21.1755,17.3859
2022-10-10,3612.39,32251310606860.684,18.6271,0.3191,29.158,21.1784,17.3859
2022-10-07,3639.66,32487552799330.656,18.7635,0.3353,29.1819,21.1795,17.3818
2022-10-06,3744.52,33424854553206.24,19.2912,0.366,29.1819,21.1806,17.3818
2022-10-05,3783.28,33767813778578.21,19.4685,0.3726,29.1819,21.1813,17.3818
2022-10-04,3790.93,33838610188523.637,19.5153,0.3744,29.1819,21.182,17.3818
2022-10-03,3678.43,32834885357690.34,18.9367,0.3512,29.1819,21.1827,17.3818
2022-09-30,3585.62,32020350429110.977,18.4669,0.3051,29.2074,21.1834,17.3814
2022-09-29,3640.47,32495841796924.062,18.7415,0.3332,29.2074,21.1834,17.3814
2022-09-28,3719.04,33200260186663.086,19.1483,0.3615,29.2074,21.1834,17.3814
2022-09-27,3647.29,32559618078531.14,18.778,0.3371,29.2074,21.186,17.3814
2022-09-26,3655.04,32628568253853.39,18.8178,0.3419,29.2074,21.2012,17.3814
2022-09-23,3693.23,32960841363699.93,19.0094,0.4042,29.2087,21.2016,17.3812
2022-09-22,3757.99,33544605234042.15,19.3461,0.437,29.2087,21.2019,17.3812
2022-09-21,3789.93,33832374816616.72,19.5073,0.4532,29.2087,21.2038,17.3812
2022-09-20,3855.93,34423967019128.56,19.8506,0.4841,29.2087,21.2056,17.3812
2022-09-19,3899.89,34811302544869.92,20.0739,0.5011,29.2087,21.2066,17.3812
2022-09-16,3873.33,34569574051142.32,19.9345,0.4897,29.2186,21.2056,17.3797
2022-09-15,3901.35,34823294084789.66,20.09,0.501,29.2186,21.2066,17.3797
2022-09-14,3946.01,35221043361727.55,20.3194,0.5119,29.2186,21.2056,17.3797
2022-09-13,3932.69,35097899954992.79,20.2484,0.5067,29.2186,21.2038,17.3797
2022-09-12,4110.41,36681307054978.74,21.1508,0.5569,29.2186,21.2019,17.3797
2022-09-09,4067.36,36295925085653.55,20.9286,0.5467,29.2316,21.2016,17.3779
2022-09-08,4006.18,35746667710698.19,20.6119,0.5259,29.2316,21.2012,17.3779
2022-09-07,3979.87,35517741824733.28,20.4859,0.5164,29.2316,21.1992,17.3779
2022-09-06,3908.19,34876579032395.617,20.1148,0.4958,29.2316,21.1971,17.3779
2022-09-02,3924.26,35015839731670.71,20.1951,0.5004,29.2316,21.1992,17.3779
2022-09-01,3913.98,35404715500051.3,20.4217,0.5128,29.2467,21.1971,17.3751
2022-08-31,3955,35292150612665.41,20.3566,0.5092,29.2467,21.1968,17.3751
