净值日期,累计净值
2014-05-30,1.035
2014-06-03,1.037
2014-06-04,1.041
2014-06-05,1.041
2014-06-06,1.042
2014-06-09,1.043
2014-06-10,1.044
2014-06-11,1.044
2014-06-12,1.044
2014-06-13,1.046
2014-06-16,1.046
2014-06-17,1.045
2014-06-18,1.045
2014-06-19,1.045
2014-06-20,1.045
2014-06-23,1.047
2014-06-24,1.047
2014-06-25,1.047
2014-06-26,1.048
2014-06-27,1.048
2014-06-30,1.047
2014-07-01,1.046
2014-07-02,1.047
2014-07-03,1.048
2014-07-04,1.047
2014-07-07,1.049
2014-07-08,1.048
2014-07-09,1.051
2014-07-10,1.052
2014-07-11,1.051
2014-07-14,1.052
2014-07-15,1.053
2014-07-16,1.053
2014-07-17,1.053
2014-07-18,1.054
2014-07-21,1.05
2014-07-22,1.052
2014-07-23,1.053
2014-07-24,1.054
2014-07-25,1.054
2014-07-28,1.055
2014-07-29,1.055
2014-07-30,1.056
2014-07-31,1.058
2014-08-01,1.058
2014-08-04,1.059
2014-08-05,1.059
2014-08-06,1.06
2014-08-07,1.061
2014-08-08,1.061
2014-08-11,1.063
2014-08-12,1.063
2014-08-13,1.063
2014-08-14,1.064
2014-08-15,1.065
2014-08-18,1.064
2014-08-19,1.065
2014-08-20,1.065
2014-08-21,1.065
2014-08-22,1.066
2014-08-25,1.067
2014-08-26,1.067
2014-08-27,1.068
2014-08-28,1.069
2014-08-29,1.069
2014-09-01,1.069
2014-09-02,1.069
2014-09-03,1.069
2014-09-04,1.069
2014-09-05,1.071
2014-09-09,1.072
2014-09-10,1.072
2014-09-11,1.072
2014-09-12,1.072
2014-09-15,1.074
2014-09-16,1.074
2014-09-17,1.076
2014-09-18,1.078
2014-09-19,1.079
2014-09-22,1.08
2014-09-23,1.081
2014-09-24,1.081
2014-09-25,1.081
2014-09-26,1.082
2014-09-29,1.083
2014-09-30,1.083
2014-10-08,1.085
2014-10-09,1.085
2014-10-10,1.084
2014-10-13,1.085
2014-10-14,1.087
2014-10-15,1.089
2014-10-16,1.091
2014-10-17,1.092
2014-10-20,1.097
2014-10-21,1.097
2014-10-22,1.099
2014-10-23,1.102
2014-10-24,1.102
2014-10-27,1.103
2014-10-28,1.104
2014-10-29,1.106
2014-10-30,1.11
2014-10-31,1.111
2014-11-03,1.114
2014-11-04,1.117
2014-11-05,1.119
2014-11-06,1.119
2014-11-07,1.122
2014-11-10,1.125
2014-11-11,1.126
2014-11-12,1.126
2014-11-13,1.125
2014-11-14,1.124
2014-11-17,1.125
2014-11-18,1.125
2014-11-19,1.125
2014-11-20,1.124
2014-11-21,1.123
2014-11-24,1.128
2014-11-25,1.128
2014-11-26,1.128
2014-11-27,1.129
2014-11-28,1.129
2014-12-01,1.13
2014-12-02,1.129
2014-12-03,1.126
2014-12-04,1.124
2014-12-05,1.12
2014-12-08,1.119
2014-12-09,1.108
2014-12-10,1.106
2014-12-11,1.107
2014-12-12,1.107
2014-12-15,1.108
2014-12-16,1.103
2014-12-17,1.098
2014-12-18,1.103
2014-12-19,1.102
2014-12-22,1.1
2014-12-23,1.099
2014-12-24,1.101
2014-12-25,1.103
2014-12-26,1.104
2014-12-29,1.107
2014-12-30,1.107
2014-12-31,1.107
2015-01-05,1.108
2015-01-06,1.109
2015-01-07,1.109
2015-01-08,1.11
2015-01-09,1.11
2015-01-12,1.111
2015-01-13,1.109
2015-01-14,1.109
2015-01-15,1.11
2015-01-16,1.11
2015-01-19,1.11
2015-01-20,1.111
2015-01-21,1.109
2015-01-22,1.11
2015-01-23,1.11
2015-01-26,1.111
2015-01-27,1.111
2015-01-28,1.111
2015-01-29,1.113
2015-01-30,1.113
2015-02-02,1.113
2015-02-03,1.115
2015-02-04,1.115
2015-02-05,1.115
2015-02-06,1.113
2015-02-09,1.114
2015-02-10,1.115
2015-02-11,1.116
2015-02-12,1.116
2015-02-13,1.117
2015-02-16,1.118
2015-02-17,1.119
2015-02-25,1.122
2015-02-26,1.124
2015-02-27,1.124
2015-03-02,1.125
2015-03-03,1.128
2015-03-04,1.127
2015-03-05,1.127
2015-03-06,1.127
2015-03-09,1.127
2015-03-10,1.126
2015-03-11,1.127
2015-03-12,1.128
2015-03-13,1.128
2015-03-16,1.128
2015-03-17,1.128
2015-03-18,1.13
2015-03-19,1.132
2015-03-20,1.133
2015-03-23,1.133
2015-03-24,1.133
2015-03-25,1.133
2015-03-26,1.133
2015-03-27,1.132
2015-03-30,1.132
2015-03-31,1.131
2015-04-01,1.129
2015-04-02,1.13
2015-04-03,1.13
2015-04-07,1.129
2015-04-08,1.129
2015-04-09,1.128
2015-04-10,1.131
2015-04-13,1.132
2015-04-14,1.133
2015-04-15,1.135
2015-04-16,1.136
2015-04-17,1.138
2015-04-20,1.14
2015-04-21,1.143
2015-04-22,1.144
2015-04-23,1.144
2015-04-24,1.144
2015-04-27,1.146
2015-04-28,1.147
2015-04-29,1.147
2015-04-30,1.148
2015-05-04,1.148
2015-05-05,1.148
2015-05-06,1.146
2015-05-07,1.147
2015-05-08,1.149
2015-05-11,1.152
2015-05-12,1.153
2015-05-13,1.156
2015-05-14,1.159
2015-05-15,1.16
2015-05-18,1.162
2015-05-19,1.162
2015-05-20,1.162
2015-05-21,1.162
2015-05-22,1.162
2015-05-25,1.163
2015-05-26,1.162
2015-05-27,1.162
2015-05-28,1.162
2015-05-29,1.161
2015-06-01,1.161
2015-06-02,1.162
2015-06-03,1.163
2015-06-04,1.163
2015-06-05,1.163
2015-06-08,1.163
2015-06-09,1.164
2015-06-10,1.164
2015-06-11,1.164
2015-06-12,1.163
2015-06-15,1.164
2015-06-16,1.164
2015-06-17,1.164
2015-06-18,1.165
2015-06-19,1.166
2015-06-23,1.166
2015-06-24,1.167
2015-06-25,1.166
2015-06-26,1.167
2015-06-29,1.17
2015-06-30,1.17
2015-07-01,1.17
2015-07-02,1.17
2015-07-03,1.17
2015-07-06,1.173
2015-07-07,1.177
2015-07-08,1.179
2015-07-09,1.178
2015-07-10,1.178
2015-07-13,1.178
2015-07-14,1.178
2015-07-15,1.178
2015-07-16,1.178
2015-07-17,1.18
2015-07-20,1.182
2015-07-21,1.182
2015-07-22,1.183
2015-07-23,1.185
2015-07-24,1.186
2015-07-27,1.187
2015-07-28,1.188
2015-07-29,1.19
2015-07-30,1.191
2015-07-31,1.192
2015-08-03,1.193
2015-08-04,1.193
2015-08-05,1.194
2015-08-06,1.195
2015-08-07,1.197
2015-08-10,1.197
2015-08-11,1.195
2015-08-12,1.195
2015-08-13,1.196
2015-08-14,1.197
2015-08-17,1.198
2015-08-18,1.198
2015-08-19,1.199
2015-08-20,1.199
2015-08-21,1.2
2015-08-24,1.201
2015-08-25,1.202
2015-08-26,1.202
2015-08-27,1.202
2015-08-28,1.202
2015-08-31,1.203
2015-09-01,1.203
2015-09-02,1.204
2015-09-07,1.205
2015-09-08,1.206
2015-09-09,1.206
2015-09-10,1.206
2015-09-11,1.207
2015-09-14,1.207
2015-09-15,1.208
2015-09-16,1.208
2015-09-17,1.209
2015-09-18,1.209
2015-09-21,1.21
2015-09-22,1.21
2015-09-23,1.21
2015-09-24,1.21
2015-09-25,1.211
2015-09-28,1.211
2015-09-29,1.212
2015-09-30,1.212
2015-10-08,1.213
2015-10-09,1.214
2015-10-12,1.215
2015-10-13,1.216
2015-10-14,1.218
2015-10-15,1.218
2015-10-16,1.218
2015-10-19,1.219
2015-10-20,1.22
2015-10-21,1.221
2015-10-22,1.221
2015-10-23,1.222
2015-10-26,1.225
2015-10-27,1.227
2015-10-28,1.229
2015-10-29,1.228
2015-10-30,1.228
2015-11-02,1.229
2015-11-03,1.228
2015-11-04,1.228
2015-11-05,1.227
2015-11-06,1.227
2015-11-09,1.223
2015-11-10,1.221
2015-11-11,1.222
2015-11-12,1.222
2015-11-13,1.223
2015-11-16,1.223
2015-11-17,1.224
2015-11-18,1.223
2015-11-19,1.222
2015-11-20,1.223
2015-11-23,1.223
2015-11-24,1.224
2015-11-25,1.225
2015-11-26,1.226
2015-11-27,1.226
2015-11-30,1.228
2015-12-01,1.229
2015-12-02,1.229
2015-12-03,1.231
2015-12-04,1.233
2015-12-07,1.236
2015-12-08,1.237
2015-12-09,1.238
2015-12-10,1.239
2015-12-11,1.24
2015-12-14,1.24
2015-12-15,1.241
2015-12-16,1.242
2015-12-17,1.243
2015-12-18,1.244
2015-12-21,1.247
2015-12-22,1.249
2015-12-23,1.25
2015-12-24,1.251
2015-12-25,1.252
2015-12-28,1.253
2015-12-29,1.254
2015-12-30,1.254
2015-12-31,1.254
2016-01-04,1.253
2016-01-05,1.253
2016-01-06,1.254
2016-01-07,1.255
2016-01-08,1.256
2016-01-11,1.257
2016-01-12,1.258
2016-01-13,1.26
2016-01-14,1.261
2016-01-15,1.26
2016-01-18,1.26
2016-01-19,1.259
2016-01-20,1.259
2016-01-21,1.258
2016-01-22,1.259
2016-01-25,1.258
2016-01-26,1.258
2016-01-27,1.256
2016-01-28,1.256
2016-01-29,1.257
2016-02-01,1.257
2016-02-02,1.257
2016-02-03,1.256
2016-02-04,1.257
2016-02-05,1.257
2016-02-15,1.259
2016-02-16,1.259
2016-02-17,1.258
2016-02-18,1.259
2016-02-19,1.259
2016-02-22,1.26
2016-02-23,1.261
2016-02-24,1.261
2016-02-25,1.26
2016-02-26,1.261
2016-02-29,1.261
2016-03-01,1.261
2016-03-02,1.261
2016-03-03,1.261
2016-03-04,1.262
2016-03-07,1.262
2016-03-08,1.262
2016-03-09,1.263
2016-03-10,1.264
2016-03-11,1.265
2016-03-14,1.265
2016-03-15,1.265
2016-03-16,1.266
2016-03-17,1.266
2016-03-18,1.266
2016-03-21,1.266
2016-03-22,1.266
2016-03-23,1.267
2016-03-24,1.267
2016-03-25,1.267
2016-03-28,1.267
2016-03-29,1.267
2016-03-30,1.267
2016-03-31,1.267
2016-04-01,1.267
2016-04-05,1.267
2016-04-06,1.267
2016-04-07,1.268
2016-04-08,1.267
2016-04-11,1.267
2016-04-12,1.266
2016-04-13,1.265
2016-04-14,1.263
2016-04-15,1.262
2016-04-18,1.263
2016-04-19,1.262
2016-04-20,1.261
2016-04-21,1.26
2016-04-22,1.257
2016-04-25,1.254
2016-04-26,1.253
2016-04-27,1.254
2016-04-28,1.255
2016-04-29,1.256
2016-05-03,1.257
2016-05-04,1.257
2016-05-05,1.258
2016-05-06,1.259
2016-05-09,1.26
2016-05-10,1.261
2016-05-11,1.262
2016-05-12,1.262
2016-05-13,1.263
2016-05-16,1.263
2016-05-17,1.264
2016-05-18,1.263
2016-05-19,1.263
2016-05-20,1.263
2016-05-23,1.263
2016-05-24,1.263
2016-05-25,1.264
2016-05-26,1.264
2016-05-27,1.264
2016-05-30,1.265
2016-05-31,1.264
2016-06-01,1.264
2016-06-02,1.264
2016-06-03,1.264
2016-06-06,1.265
2016-06-07,1.265
2016-06-08,1.265
2016-06-13,1.266
2016-06-14,1.266
2016-06-15,1.266
2016-06-16,1.267
2016-06-17,1.267
2016-06-20,1.268
2016-06-21,1.268
2016-06-22,1.268
2016-06-23,1.268
2016-06-24,1.269
2016-06-27,1.27
2016-06-28,1.271
2016-06-29,1.27
2016-06-30,1.271
2016-07-01,1.272
2016-07-04,1.273
2016-07-05,1.273
2016-07-06,1.274
2016-07-07,1.275
2016-07-08,1.275
2016-07-11,1.276
2016-07-12,1.276
2016-07-13,1.277
2016-07-14,1.277
2016-07-15,1.277
2016-07-18,1.278
2016-07-19,1.279
2016-07-20,1.28
2016-07-21,1.281
2016-07-22,1.281
2016-07-25,1.281
2016-07-26,1.281
2016-07-27,1.282
2016-07-28,1.283
2016-07-29,1.283
2016-08-01,1.285
2016-08-02,1.285
2016-08-03,1.286
2016-08-04,1.286
2016-08-05,1.287
2016-08-08,1.288
2016-08-09,1.289
2016-08-10,1.29
2016-08-11,1.29
2016-08-12,1.291
2016-08-15,1.292
2016-08-16,1.292
2016-08-17,1.292
2016-08-18,1.292
2016-08-19,1.292
2016-08-22,1.292
2016-08-23,1.292
2016-08-24,1.291
2016-08-25,1.292
2016-08-26,1.292
2016-08-29,1.292
2016-08-30,1.291
2016-08-31,1.292
2016-09-01,1.292
2016-09-02,1.292
2016-09-05,1.292
2016-09-06,1.292
2016-09-07,1.292
2016-09-08,1.292
2016-09-09,1.293
2016-09-12,1.293
2016-09-13,1.293
2016-09-14,1.293
2016-09-19,1.294
2016-09-20,1.294
2016-09-21,1.294
2016-09-22,1.294
2016-09-23,1.295
2016-09-26,1.295
2016-09-27,1.295
2016-09-28,1.295
2016-09-29,1.296
2016-09-30,1.296
2016-10-10,1.298
2016-10-11,1.298
2016-10-12,1.298
2016-10-13,1.298
2016-10-14,1.299
2016-10-17,1.299
2016-10-18,1.3
2016-10-19,1.3
2016-10-20,1.3
2016-10-21,1.301
2016-10-24,1.301
2016-10-25,1.301
2016-10-26,1.301
2016-10-27,1.3
2016-10-28,1.3
2016-10-31,1.3
2016-11-01,1.3
2016-11-02,1.3
2016-11-03,1.3
2016-11-04,1.301
2016-11-07,1.301
2016-11-08,1.3
2016-11-09,1.301
2016-11-10,1.3
2016-11-11,1.299
2016-11-14,1.299
2016-11-15,1.298
2016-11-16,1.297
2016-11-17,1.296
2016-11-18,1.296
2016-11-21,1.295
2016-11-22,1.295
2016-11-23,1.295
2016-11-24,1.295
2016-11-25,1.294
2016-11-28,1.294
2016-11-29,1.293
2016-11-30,1.29
2016-12-01,1.287
2016-12-02,1.285
2016-12-05,1.285
2016-12-06,1.28
2016-12-07,1.28
2016-12-08,1.28
2016-12-09,1.281
2016-12-12,1.279
2016-12-13,1.275
2016-12-14,1.271
2016-12-15,1.261
2016-12-16,1.259
2016-12-19,1.256
2016-12-20,1.251
2016-12-21,1.251
2016-12-22,1.253
2016-12-23,1.256
2016-12-26,1.257
2016-12-27,1.259
2016-12-28,1.259
2016-12-29,1.26
2016-12-30,1.263
2016-12-31,1.263
2017-01-03,1.264
2017-01-04,1.265
2017-01-05,1.265
2017-01-06,1.266
2017-01-09,1.266
2017-01-10,1.267
2017-01-11,1.267
2017-01-12,1.268
2017-01-13,1.268
2017-01-16,1.268
2017-01-17,1.267
2017-01-18,1.266
2017-01-19,1.265
2017-01-20,1.265
2017-01-23,1.266
2017-01-24,1.266
2017-01-25,1.266
2017-01-26,1.266
2017-02-03,1.266
2017-02-06,1.265
2017-02-07,1.264
2017-02-08,1.263
2017-02-09,1.264
2017-02-10,1.264
2017-02-13,1.264
2017-02-14,1.264
2017-02-15,1.264
2017-02-16,1.265
2017-02-17,1.265
2017-02-20,1.265
2017-02-21,1.265
2017-02-22,1.266
2017-02-23,1.266
2017-02-24,1.266
2017-02-27,1.266
2017-02-28,1.266
2017-03-01,1.266
2017-03-02,1.266
2017-03-03,1.266
2017-03-06,1.266
2017-03-07,1.266
2017-03-08,1.266
2017-03-09,1.266
2017-03-10,1.265
2017-03-13,1.265
2017-03-14,1.265
2017-03-15,1.265
2017-03-16,1.266
2017-03-17,1.266
2017-03-20,1.266
2017-03-21,1.266
2017-03-22,1.266
2017-03-23,1.266
2017-03-24,1.267
2017-03-27,1.267
2017-03-28,1.268
2017-03-29,1.267
2017-03-30,1.267
2017-03-31,1.268
2017-04-05,1.268
2017-04-06,1.269
2017-04-07,1.269
2017-04-10,1.27
2017-04-11,1.27
2017-04-12,1.27
2017-04-13,1.27
2017-04-14,1.27
2017-04-17,1.27
2017-04-18,1.269
2017-04-19,1.269
2017-04-20,1.268
2017-04-21,1.268
2017-04-24,1.267
2017-04-25,1.267
2017-04-26,1.267
2017-04-27,1.268
2017-04-28,1.268
2017-05-02,1.268
2017-05-03,1.268
2017-05-04,1.268
2017-05-05,1.267
2017-05-08,1.267
2017-05-09,1.267
2017-05-10,1.266
2017-05-11,1.265
2017-05-12,1.265
2017-05-15,1.265
2017-05-16,1.265
2017-05-17,1.265
2017-05-18,1.265
2017-05-19,1.265
2017-05-22,1.265
2017-05-23,1.264
2017-05-24,1.264
2017-05-25,1.265
2017-05-26,1.265
2017-05-31,1.265
2017-06-01,1.265
2017-06-02,1.265
2017-06-05,1.266
2017-06-06,1.266
2017-06-07,1.266
2017-06-08,1.266
2017-06-09,1.266
2017-06-12,1.266
2017-06-13,1.267
2017-06-14,1.268
2017-06-15,1.268
2017-06-16,1.269
2017-06-19,1.27
2017-06-20,1.271
2017-06-21,1.272
2017-06-22,1.272
2017-06-23,1.272
2017-06-26,1.273
2017-06-27,1.274
2017-06-28,1.275
2017-06-29,1.276
2017-06-30,1.276
2017-07-03,1.276
2017-07-04,1.276
2017-07-05,1.277
2017-07-06,1.278
2017-07-07,1.278
2017-07-10,1.278
2017-07-11,1.278
2017-07-12,1.279
2017-07-13,1.279
2017-07-14,1.28
2017-07-17,1.281
2017-07-18,1.28
2017-07-19,1.279
2017-07-20,1.279
2017-07-21,1.278
2017-07-24,1.278
2017-07-25,1.277
2017-07-26,1.277
2017-07-27,1.277
2017-07-28,1.277
2017-07-31,1.277
2017-08-01,1.277
2017-08-02,1.277
2017-08-03,1.277
2017-08-04,1.278
2017-08-07,1.278
2017-08-08,1.278
2017-08-09,1.278
2017-08-10,1.278
2017-08-11,1.278
2017-08-14,1.278
2017-08-15,1.279
2017-08-16,1.279
2017-08-17,1.279
2017-08-18,1.279
2017-08-21,1.278
2017-08-22,1.278
2017-08-23,1.278
2017-08-24,1.278
2017-08-25,1.278
2017-08-28,1.278
2017-08-29,1.277
2017-08-30,1.277
2017-08-31,1.276
2017-09-01,1.277
2017-09-04,1.277
2017-09-05,1.277
2017-09-06,1.277
2017-09-07,1.277
2017-09-08,1.278
2017-09-11,1.279
2017-09-12,1.279
2017-09-13,1.279
2017-09-14,1.279
2017-09-15,1.279
2017-09-18,1.28
2017-09-19,1.28
2017-09-20,1.28
2017-09-21,1.28
2017-09-22,1.28
2017-09-25,1.28
2017-09-26,1.28
2017-09-27,1.28
2017-09-28,1.28
2017-09-29,1.281
2017-10-09,1.282
2017-10-10,1.281
2017-10-11,1.282
2017-10-12,1.282
2017-10-13,1.283
2017-10-16,1.283
2017-10-17,1.282
2017-10-18,1.282
2017-10-19,1.283
2017-10-20,1.283
2017-10-23,1.283
2017-10-24,1.283
2017-10-25,1.283
2017-10-26,1.283
2017-10-27,1.283
2017-10-30,1.282
2017-10-31,1.282
2017-11-01,1.282
2017-11-02,1.282
2017-11-03,1.282
2017-11-06,1.282
2017-11-07,1.282
2017-11-08,1.282
2017-11-09,1.283
2017-11-10,1.282
2017-11-13,1.282
2017-11-14,1.281
2017-11-15,1.281
2017-11-16,1.281
2017-11-17,1.281
2017-11-20,1.281
2017-11-21,1.281
2017-11-22,1.28
2017-11-23,1.279
2017-11-24,1.279
2017-11-27,1.279
2017-11-28,1.279
2017-11-29,1.278
2017-11-30,1.279
2017-12-01,1.279
2017-12-04,1.28
2017-12-05,1.281
2017-12-06,1.281
2017-12-07,1.281
2017-12-08,1.282
2017-12-11,1.282
2017-12-12,1.282
2017-12-13,1.282
2017-12-14,1.282
2017-12-15,1.282
2017-12-18,1.282
2017-12-19,1.282
2017-12-20,1.282
2017-12-21,1.281
2017-12-22,1.281
2017-12-25,1.282
2017-12-26,1.282
2017-12-27,1.281
2017-12-28,1.282
2017-12-29,1.282
2017-12-31,1.282
2018-01-02,1.283
2018-01-03,1.283
2018-01-04,1.284
2018-01-05,1.284
2018-01-08,1.285
2018-01-09,1.285
2018-01-10,1.285
2018-01-11,1.285
2018-01-12,1.284
2018-01-15,1.285
2018-01-16,1.285
2018-01-17,1.285
2018-01-18,1.285
2018-01-19,1.285
2018-01-22,1.286
2018-01-23,1.286
2018-01-24,1.286
2018-01-25,1.286
2018-01-26,1.287
2018-01-29,1.287
2018-01-30,1.287
2018-01-31,1.288
2018-02-01,1.288
2018-02-02,1.289
2018-02-05,1.289
2018-02-06,1.29
2018-02-07,1.29
2018-02-08,1.291
2018-02-09,1.291
2018-02-12,1.292
2018-02-13,1.292
2018-02-14,1.293
2018-02-22,1.294
2018-02-23,1.294
2018-02-26,1.295
2018-02-27,1.296
2018-02-28,1.296
2018-03-01,1.296
2018-03-02,1.297
2018-03-05,1.297
2018-03-06,1.297
2018-03-07,1.298
2018-03-08,1.299
2018-03-09,1.299
2018-03-12,1.299
2018-03-13,1.299
2018-03-14,1.299
2018-03-15,1.299
2018-03-16,1.3
2018-03-19,1.3
2018-03-20,1.3
2018-03-21,1.301
2018-03-22,1.301
2018-03-23,1.303
2018-03-26,1.304
2018-03-27,1.304
2018-03-28,1.304
2018-03-29,1.305
2018-03-30,1.305
2018-04-02,1.306
2018-04-03,1.306
2018-04-04,1.307
2018-04-09,1.308
2018-04-10,1.309
2018-04-11,1.309
2018-04-12,1.31
2018-04-13,1.31
2018-04-16,1.31
2018-04-17,1.311
2018-04-18,1.314
2018-04-19,1.314
2018-04-20,1.314
2018-04-23,1.314
2018-04-24,1.314
2018-04-25,1.314
2018-04-26,1.314
2018-04-27,1.314
2018-05-02,1.314
2018-05-03,1.314
2018-05-04,1.314
2018-05-07,1.314
2018-05-08,1.314
2018-05-09,1.314
2018-05-10,1.314
2018-05-11,1.314
2018-05-14,1.314
2018-05-15,1.314
2018-05-16,1.313
2018-05-17,1.314
2018-05-18,1.314
2018-05-21,1.314
2018-05-22,1.314
2018-05-23,1.314
2018-05-24,1.314
2018-05-25,1.314
2018-05-28,1.314
2018-05-29,1.314
2018-05-30,1.314
2018-05-31,1.313
2018-06-01,1.313
2018-06-04,1.314
2018-06-05,1.313
2018-06-06,1.313
2018-06-07,1.312
2018-06-08,1.311
2018-06-11,1.311
2018-06-12,1.311
2018-06-13,1.311
2018-06-14,1.311
2018-06-15,1.311
2018-06-19,1.311
2018-06-20,1.311
2018-06-21,1.311
2018-06-22,1.312
2018-06-25,1.312
2018-06-26,1.312
2018-06-27,1.312
2018-06-28,1.312
2018-06-29,1.313
2018-06-30,1.313
2018-07-02,1.315
2018-07-03,1.316
2018-07-04,1.316
2018-07-05,1.317
2018-07-06,1.318
2018-07-09,1.319
2018-07-10,1.319
2018-07-11,1.319
2018-07-12,1.319
2018-07-13,1.319
2018-07-16,1.32
2018-07-17,1.32
2018-07-18,1.32
2018-07-19,1.321
2018-07-20,1.321
2018-07-23,1.323
2018-07-24,1.323
2018-07-25,1.324
2018-07-26,1.325
2018-07-27,1.326
2018-07-30,1.328
2018-07-31,1.329
2018-08-01,1.33
2018-08-02,1.331
2018-08-03,1.333
2018-08-06,1.334
2018-08-07,1.335
2018-08-08,1.335
2018-08-09,1.334
2018-08-10,1.332
2018-08-13,1.331
2018-08-14,1.331
2018-08-15,1.331
2018-08-16,1.331
2018-08-17,1.33
2018-08-20,1.329
2018-08-21,1.329
2018-08-22,1.329
2018-08-23,1.33
2018-08-24,1.331
2018-08-27,1.331
2018-08-28,1.331
2018-08-29,1.331
2018-08-30,1.331
2018-08-31,1.331
2018-09-03,1.332
2018-09-04,1.332
2018-09-05,1.332
2018-09-06,1.332
2018-09-07,1.332
2018-09-10,1.332
2018-09-11,1.332
2018-09-12,1.331
2018-09-13,1.332
2018-09-14,1.332
2018-09-17,1.333
2018-09-18,1.332
2018-09-19,1.333
2018-09-20,1.332
2018-09-21,1.333
2018-09-25,1.333
2018-09-26,1.333
2018-09-27,1.333
2018-09-28,1.334
2018-10-08,1.335
2018-10-09,1.336
2018-10-10,1.336
2018-10-11,1.337
2018-10-12,1.338
2018-10-15,1.34
2018-10-16,1.34
2018-10-17,1.341
2018-10-18,1.341
2018-10-19,1.341
2018-10-22,1.341
2018-10-23,1.342
2018-10-24,1.342
2018-10-25,1.343
2018-10-26,1.342
2018-10-29,1.343
2018-10-30,1.344
2018-10-31,1.344
2018-11-01,1.345
2018-11-02,1.345
2018-11-05,1.346
2018-11-06,1.346
2018-11-07,1.345
2018-11-08,1.346
2018-11-09,1.347
2018-11-12,1.345
2018-11-13,1.345
2018-11-14,1.347
2018-11-15,1.347
2018-11-16,1.349
2018-11-19,1.349
2018-11-20,1.35
2018-11-21,1.35
2018-11-22,1.35
2018-11-23,1.35
2018-11-26,1.35
2018-11-27,1.35
2018-11-28,1.35
2018-11-29,1.35
2018-11-30,1.351
2018-12-03,1.351
2018-12-04,1.351
2018-12-05,1.352
2018-12-06,1.353
2018-12-07,1.354
2018-12-10,1.354
2018-12-11,1.355
2018-12-12,1.355
2018-12-13,1.355
2018-12-14,1.354
2018-12-17,1.354
2018-12-18,1.353
2018-12-19,1.352
2018-12-20,1.353
2018-12-21,1.354
2018-12-24,1.354
