date,open,high,low,close,adj close,volume,rsi
2003-12-01,106.8499984741211,107.68000030517578,106.80000305175781,107.5999984741211,73.34087371826172,38699000,61.651627937083305
2003-12-02,107.37999725341797,107.7699966430664,107.06999969482422,107.33000183105469,73.15685272216797,35352000,61.651627937083305
2003-12-03,107.6500015258789,108.08000183105469,107.06999969482422,107.16000366210938,73.04100799560547,39078600,61.651627937083305
2003-12-04,107.16999816894531,107.72000122070312,106.94000244140625,107.5999984741211,73.34087371826172,36089500,61.651627937083305
2003-12-05,107.12000274658203,107.80000305175781,106.62000274658203,106.8499984741211,72.82970428466797,28824400,61.651627937083305
2003-12-08,106.73999786376953,107.63999938964844,106.68000030517578,107.56999969482422,73.32041931152344,32482900,61.651627937083305
2003-12-09,107.9000015258789,107.93000030517578,106.54000091552734,106.73999786376953,72.75471496582031,43596100,61.651627937083305
2003-12-10,106.7699966430664,106.9800033569336,105.95999908447266,106.7300033569336,72.74794006347656,36915400,61.651627937083305
2003-12-11,106.68000030517578,108.0999984741211,106.66999816894531,107.93000030517578,73.56583404541016,45304000,61.651627937083305
2003-12-12,107.97000122070312,108.19999694824219,107.38999938964844,108.13999938964844,73.70896911621094,34142200,61.651627937083305
2003-12-15,109.16999816894531,109.2300033569336,107.4800033569336,107.5999984741211,73.34087371826172,38693400,61.651627937083305
2003-12-16,107.68000030517578,108.5,107.5199966430664,108.16000366210938,73.72258758544922,32894200,61.651627937083305
2003-12-17,108.05999755859375,108.5,107.80000305175781,108.5,73.954345703125,23198800,61.651627937083305
2003-12-18,108.55000305175781,109.7300033569336,108.38999938964844,109.72000122070312,74.78589630126953,29353100,61.651627937083305
2003-12-19,109.30000305175781,109.37000274658203,108.58000183105469,108.9000015258789,74.57770538330078,41465100,56.05225079177698
2003-12-22,108.79000091552734,109.66000366210938,108.77999877929688,109.66000366210938,75.09821319580078,27611300,59.70509471590113
2003-12-23,109.4800033569336,109.94999694824219,109.37999725341797,109.7300033569336,75.1461181640625,24741200,60.03458666308814
2003-12-24,109.5199966430664,109.87999725341797,109.43000030517578,109.62000274658203,75.07080078125,8055800,59.2151579284984
2003-12-26,109.70999908447266,110.08000183105469,109.62999725341797,109.69999694824219,75.1255874633789,8308400,59.64651685371152
2003-12-29,110.0999984741211,111.2699966430664,109.77999877929688,111.16000366210938,76.12542724609375,22483700,66.59159018431558
2003-12-30,111.08999633789062,111.2699966430664,110.8499984741211,111.18000030517578,76.13912963867188,19559500,66.67618377593479
2003-12-31,111.22000122070312,111.5199966430664,110.83999633789062,111.27999877929688,76.20760345458984,31501800,67.12449035857406
2004-01-02,111.73999786376953,112.19000244140625,110.7300033569336,111.2300033569336,76.17337036132812,38072300,66.64177789565272
2004-01-05,111.69000244140625,112.5199966430664,111.58999633789062,112.44000244140625,77.00199127197266,27959800,71.90729014724812
2004-01-06,112.16000366210938,112.7300033569336,112.0,112.55000305175781,77.07734680175781,20472800,72.33481953779315
2004-01-07,112.38999938964844,113.05999755859375,111.88999938964844,112.93000030517578,77.33756256103516,30170400,73.81719610422722
2004-01-08,113.25,113.41000366210938,112.7699966430664,113.37999725341797,77.64575958251953,36438400,75.49193768685036
