date,close,全收益收盘点位(元),市值(元),流通市值(元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点,PE-TTM 50%分位点,PE-TTM 20%分位点
2008/7/18,2815.462,,1.814E+13,4.10627E+12,20.5323,0.4668,37.3319,21.2286,14.6128
2008/7/21,2911.051,,1.86604E+13,4.2533E+12,21.1215,0.4962,37.2934,21.2249,14.6219
2008/7/22,2904.743,,1.85404E+13,4.24195E+12,20.9715,0.4919,37.2934,21.1987,14.6219
2008/7/23,2883.32,,1.85063E+13,4.2156E+12,20.9392,0.4913,37.2934,21.1726,14.6219
2008/7/24,2977.362,,1.89826E+13,4.3538E+12,21.4781,0.5131,37.2934,21.1987,14.6219
2008/7/25,2939.202,,1.86814E+13,4.29856E+12,21.1263,0.4975,37.2934,21.1726,14.6219
2008/7/28,2960.851,,1.89114E+13,4.33416E+12,21.3761,0.5131,37.2863,21.1987,14.6424
2008/7/29,2905.63,,1.85698E+13,4.24897E+12,20.9631,0.49,37.2863,21.1726,14.6424
2008/7/30,2884.384,,1.84958E+13,4.22141E+12,20.8687,0.4882,37.2863,21.1552,14.6424
2008/7/31,2805.21,,1.8119E+13,4.10611E+12,20.4313,0.4504,37.2863,21.1378,14.6424
2008/8/1,2840.788,,1.82951E+13,4.16601E+12,20.6285,0.4808,37.2863,21.1321,14.6424
2008/8/4,2773.15,,1.79067E+13,4.06725E+12,20.1884,0.4196,37.2623,21.1263,14.6493
2008/8/5,2703.079,,1.75884E+13,3.98503E+12,19.8202,0.377,37.2623,21.1239,14.6493
2008/8/6,2721.693,,1.7818E+13,4.0178E+12,20.075,0.4086,37.2623,21.1215,14.6493
2008/8/7,2720.442,,1.78553E+13,4.01649E+12,20.1007,0.4131,37.2623,21.1206,14.6493
2008/8/8,2591.462,,1.71008E+13,3.82621E+12,19.2532,0.3325,37.2623,21.1197,14.6493
2008/8/11,2456.811,,1.63103E+13,3.64132E+12,18.3472,0.3161,37.2464,21.1195,14.6554
2008/8/12,2444.155,,1.62807E+13,3.62542E+12,18.2797,0.3157,37.2464,21.1192,14.6554
2008/8/13,2444.672,,1.61747E+13,3.62139E+12,18.1537,0.3153,37.2464,21.0995,14.6554
2008/8/14,2443.512,,1.60792E+13,3.61976E+12,18.0536,0.315,37.2464,21.0798,14.6554
2008/8/15,2447.615,,1.61646E+13,3.64883E+12,18.1424,0.3158,37.2464,21.0257,14.6554
2008/8/18,2313.402,,1.53365E+13,3.46164E+12,17.2409,0.3117,37.2347,20.9715,14.6574
2008/8/19,2348.472,,1.54915E+13,3.59501E+12,17.3668,0.3138,37.2347,20.9673,14.6574
2008/8/20,2532.94,,1.66713E+13,3.87597E+12,18.6639,0.3244,37.2347,20.9631,14.6574
2008/8/21,2443.979,,1.60646E+13,3.73757E+12,17.8685,0.3155,37.2347,20.9512,14.6574
2008/8/22,2404.928,,1.59151E+13,3.68207E+12,17.4962,0.3139,37.2347,20.9392,14.6574
2008/8/25,2400.548,,1.59756E+13,3.68027E+12,17.2225,0.3086,37.2242,20.9039,14.6652
2008/8/26,2331.532,,1.56402E+13,3.57573E+12,16.8122,0.3058,37.2242,20.8687,14.6652
2008/8/27,2325.292,,1.56101E+13,3.57084E+12,16.5237,0.3042,37.2242,20.8598,14.6652
2008/8/28,2335.865,,1.56817E+13,3.58746E+12,16.9258,0.3087,37.2242,20.8509,14.6652
2008/8/29,2391.64,,1.59809E+13,3.67325E+12,17.1919,0.3108,37.2242,20.8246,14.6652
2008/9/1,2309.171,,1.54658E+13,3.55387E+12,16.6229,0.3043,37.1859,20.7984,14.6768
2008/9/2,2285.411,,1.5299E+13,3.52034E+12,16.4446,0.3028,37.1859,20.7862,14.6768
2008/9/3,2245.964,,1.50994E+13,3.46737E+12,16.23,0.3024,37.1859,20.7741,14.6768
2008/9/4,2251.146,,1.5094E+13,3.47376E+12,16.2243,0.302,37.1859,20.7617,14.6768
2008/9/5,2183.432,,1.46258E+13,3.37218E+12,15.721,0.2849,37.1859,20.7492,14.6768
2008/9/8,2126.518,,1.4323E+13,3.28551E+12,15.3955,0.2485,37.1522,20.7,14.6862
2008/9/9,2139.145,,1.43216E+13,3.30736E+12,15.3941,0.2482,37.1522,20.6507,14.6862
2008/9/10,2143.176,,1.43319E+13,3.31679E+12,15.4051,0.2503,37.1522,20.6456,14.6862
2008/9/11,2072.126,,1.38146E+13,3.21139E+12,14.8491,0.2117,37.1522,20.6405,14.6862
2008/9/12,2077.846,,1.38235E+13,3.21954E+12,14.8587,0.2127,37.1522,20.6345,14.6862
2008/9/16,2000.651,,1.31155E+13,3.10433E+12,14.0977,0.1408,37.147,20.6285,14.6862
2008/9/17,1929.135,,1.26307E+13,2.99009E+12,13.5765,0.0739,37.147,20.6255,14.6768
2008/9/18,1895.99,,1.24423E+13,2.93155E+12,13.374,0.0369,37.147,20.6224,14.6652
2008/9/19,2073.113,,1.36251E+13,3.2281E+12,14.6453,0.1962,37.147,20.619,14.6574
2008/9/22,2207.614,,1.47412E+13,3.43935E+12,15.845,0.3029,37.147,20.6156,14.6574
2008/9/23,2123.478,,1.45782E+13,3.30276E+12,15.6698,0.2871,37.1457,20.6135,14.6652
2008/9/24,2138.853,,1.46134E+13,3.32731E+12,15.7077,0.2915,37.1457,20.6114,14.6652
2008/9/25,2223.532,,1.51567E+13,3.4574E+12,16.2916,0.3148,37.1457,20.6082,14.6652
2008/9/26,2243.657,,1.51501E+13,3.48731E+12,16.2846,0.3144,37.1457,20.605,14.6652
2008/10/6,2128.696,,1.43145E+13,3.31059E+12,15.4173,0.2562,37.1457,20.6049,14.6652
2008/10/7,2102.448,,1.42179E+13,3.2739E+12,15.3132,0.2429,37.1397,20.6049,14.6768
2008/10/8,2022.881,,1.3733E+13,3.14982E+12,14.7909,0.2073,37.1397,20.5895,14.6768
2008/10/9,1995.297,,1.3612E+13,3.10985E+12,14.6606,0.1988,37.1397,20.5741,14.6652
2008/10/10,1906.96,,1.31443E+13,2.97286E+12,14.1569,0.1492,37.1397,20.5729,14.6606
2008/10/13,1985.486,,1.36864E+13,3.10073E+12,14.7418,0.2066,37.1397,20.5717,14.6606
2008/10/14,1934.619,,1.33419E+13,3.01808E+12,14.3712,0.17,37.1385,20.5673,14.6606
2008/10/15,1914.356,,1.32146E+13,2.98813E+12,14.23,0.1569,37.1385,20.563,14.6574
2008/10/16,1820.903,,1.26444E+13,2.88084E+12,13.6161,0.0784,37.1385,20.5612,14.6554
2008/10/17,1833.262,,1.2773E+13,2.90064E+12,13.7604,0.0946,37.1385,20.5595,14.6493
2008/10/20,1896.733,,1.30603E+13,3.00073E+12,14.0678,0.1354,37.1385,20.5568,14.6453
2008/10/21,1881.406,,1.29544E+13,2.97073E+12,13.9523,0.12,37.1157,20.554,14.6453
2008/10/22,1833.323,,1.25574E+13,2.89653E+12,13.5973,0.0757,37.1157,20.5524,14.6424
2008/10/23,1834.78,,1.23781E+13,2.89234E+12,13.4075,0.0453,37.1157,20.5508,14.6219
2008/10/24,1781.598,,1.21138E+13,2.81904E+12,13.1088,0.0186,37.1157,20.5492,14.6128
2008/10/27,1654.671,,1.1368E+13,2.61277E+12,12.2971,0,37.1157,20.5475,14.6082
2008/10/28,1705.82,,1.17089E+13,2.69649E+12,12.6436,0.0012,37.1024,20.5445,14.6082
2008/10/29,1658.223,,1.13615E+13,2.61913E+12,12.5011,0.0012,37.1024,20.5415,14.5984
2008/10/30,1697.656,,1.16803E+13,2.68849E+12,12.7693,0.0046,37.1024,20.537,14.5895
2008/10/31,1663.66,,1.14669E+13,2.63395E+12,12.5125,0.0023,37.1024,20.5326,14.5457
2008/11/3,1653.542,,1.14445E+13,2.61914E+12,12.4881,0.0012,37.1024,20.5324,14.5299
2008/11/4,1627.759,,1.13808E+13,2.58355E+12,12.4186,0.0012,37.0935,20.5323,14.5299
2008/11/5,1691.42,,1.17488E+13,2.68468E+12,12.8201,0.0104,37.0935,20.5249,14.5276
2008/11/6,1649.776,,1.14549E+13,2.62048E+12,12.4995,0.0034,37.0935,20.5176,14.5204
2008/11/7,1677.827,,1.16577E+13,2.66761E+12,12.7207,0.008,37.0935,20.5147,14.5101
2008/11/10,1801.665,,1.24992E+13,2.86739E+12,13.6365,0.094,37.0935,20.5119,14.4806
2008/11/11,1781.361,,1.22996E+13,2.83264E+12,13.4187,0.0619,37.0699,20.5066,14.4806
2008/11/12,1801.823,,1.2384E+13,2.86714E+12,13.5108,0.0721,37.0699,20.5014,14.4709
2008/11/13,1874.082,,1.28146E+13,2.97991E+12,13.9806,0.1383,37.0699,20.4958,14.4636
2008/11/14,1943.654,,1.31819E+13,3.08807E+12,14.3813,0.1918,37.0699,20.4901,14.4516
2008/11/17,1987.225,,1.34162E+13,3.16097E+12,14.6369,0.2155,37.0699,20.4885,14.4516
2008/11/18,1839.819,,1.25736E+13,2.92492E+12,13.7176,0.1059,36.985,20.4868,14.4516
2008/11/19,1953.163,,1.33059E+13,3.10795E+12,14.5166,0.2059,36.985,20.4844,14.4516
2008/11/20,1932.428,,1.30642E+13,3.07413E+12,14.2529,0.1818,36.985,20.482,14.4469
2008/11/21,1920.735,,1.29947E+13,3.07325E+12,14.177,0.1714,36.985,20.4785,14.4265
2008/11/24,1837.642,,1.25187E+13,2.94221E+12,13.6577,0.0986,36.985,20.4749,14.4234
2008/11/25,1834.294,,1.24797E+13,2.93618E+12,13.6152,0.0929,36.9804,20.4564,14.4234
2008/11/26,1843.495,,1.255E+13,2.95413E+12,13.6919,0.1041,36.9804,20.4378,14.4123
2008/11/27,1870.473,,1.26871E+13,3.00028E+12,13.8415,0.1232,36.9804,20.435,14.4079
2008/11/28,1829.924,,1.23539E+13,2.93718E+12,13.4779,0.0666,36.9804,20.4322,14.3853
2008/12/1,1864.205,,1.24446E+13,2.99426E+12,13.5769,0.0891,36.9804,20.4318,14.3813
2008/12/2,1868.631,,1.23836E+13,3.00002E+12,13.5104,0.0721,36.975,20.4313,14.3813
2008/12/3,1952.668,,1.28875E+13,3.13414E+12,14.06,0.1586,36.975,20.422,14.3712
2008/12/4,1982.928,,1.31638E+13,3.18776E+12,14.3615,0.1989,36.975,20.4128,14.3621
2008/12/5,2013.175,,1.32538E+13,3.23791E+12,14.4597,0.211,36.975,20.4111,14.3621
2008/12/8,2095.036,,1.37104E+13,3.36916E+12,14.9579,0.2545,36.975,20.4095,14.3621
2008/12/9,2040.847,,1.33616E+13,3.28043E+12,14.5774,0.2217,36.9691,20.4053,14.3712
2008/12/10,2096.393,,1.36325E+13,3.37136E+12,14.8681,0.2539,36.9691,20.4011,14.3712
2008/12/11,2046.337,,1.33283E+13,3.29432E+12,14.5363,0.2201,36.9691,20.3937,14.3712
2008/12/12,1960.38,,1.28258E+13,3.15782E+12,13.9882,0.1462,36.9691,20.3863,14.3621
2008/12/15,1975.034,,1.28635E+13,3.18395E+12,14.0294,0.1572,36.9691,20.3798,14.3615
2008/12/16,1994.45,,1.29107E+13,3.213E+12,14.0809,0.1648,36.9663,20.3732,14.3615
2008/12/17,2001.42,,1.29006E+13,3.22346E+12,14.0699,0.1624,36.9663,20.3691,14.3525
2008/12/18,2045.102,,1.31539E+13,3.29209E+12,14.3461,0.2,36.9663,20.365,14.3461
2008/12/19,2052.114,,1.31485E+13,3.30419E+12,14.3403,0.1998,36.9663,20.3561,14.3403
2008/12/22,2017.549,,1.29183E+13,3.25227E+12,14.0892,0.1696,36.9663,20.3473,14.3265
2008/12/23,1918.955,,1.23666E+13,3.09334E+12,13.4875,0.0687,36.9508,20.3397,14.3265
2008/12/24,1887.075,,1.21611E+13,3.04098E+12,13.2634,0.0387,36.9508,20.3321,14.3016
2008/12/25,1870.765,,1.20847E+13,3.03195E+12,13.18,0.0343,36.9508,20.3122,14.2943
2008/12/26,1862.096,,1.20858E+13,3.0324E+12,13.1759,0.0342,36.9508,20.2923,14.292
2008/12/29,1854.757,,1.2041E+13,3.07034E+12,13.127,0.032,36.9508,20.2825,14.2891
2008/12/30,1833.435,,1.19057E+13,3.05131E+12,12.9802,0.0209,36.918,20.2727,14.2891
2008/12/31,1817.722,,1.18504E+13,3.02258E+12,12.9198,0.0165,36.918,20.2707,14.2811
2009/1/5,1882.959,,1.24619E+13,3.23263E+12,13.3969,0.0571,36.918,20.2687,14.2529
2009/1/6,1942.795,,1.28161E+13,3.35018E+12,13.7777,0.1273,36.918,20.2686,14.2526
2009/1/7,1931.178,,1.26886E+13,3.33329E+12,13.6405,0.1064,36.918,20.2685,14.2498
2009/1/8,1887.991,,1.2375E+13,3.2606E+12,13.3034,0.0471,36.8796,20.2683,14.2498
2009/1/9,1918.365,,1.25333E+13,3.3161E+12,13.4736,0.0733,36.8796,20.2681,14.2313
2009/1/12,1920.687,,1.24806E+13,3.32194E+12,13.417,0.0656,36.8796,20.265,14.23
2009/1/13,1876.185,,1.22364E+13,3.2466E+12,13.1544,0.0349,36.8796,20.2619,14.2239
2009/1/14,1955.244,,1.26639E+13,3.38572E+12,13.6141,0.1058,36.8796,20.2605,14.2042
2009/1/15,1954.874,,1.25655E+13,3.39024E+12,13.5082,0.0828,36.8318,20.2591,14.2042
2009/1/16,1990.214,,1.28247E+13,3.45246E+12,13.7869,0.1349,36.8318,20.2567,14.1996
2009/1/19,2012.465,,1.30929E+13,3.49147E+12,14.0752,0.1783,36.8318,20.2544,14.1985
2009/1/20,2025.19,,1.31343E+13,3.51849E+12,14.1197,0.19,36.8318,20.2539,14.194
2009/1/21,2021.71,,1.30681E+13,3.50941E+12,14.0485,0.1725,36.8318,20.2534,14.177
2009/1/22,2044.551,,1.31811E+13,3.54777E+12,14.17,0.1993,36.8065,20.252,14.177
2009/1/23,2032.682,,1.30779E+13,3.53499E+12,14.0576,0.1742,36.8065,20.2506,14.17
2009/2/2,2057.063,,1.31794E+13,3.59937E+12,14.1667,0.2,36.8065,20.2466,14.1667
2009/2/3,2108.91,,1.34888E+13,3.68728E+12,14.4993,0.2397,36.8065,20.2426,14.1667
2009/2/4,2166.414,,1.381E+13,3.78491E+12,14.8445,0.2772,36.8065,20.241,14.1667
2009/2/5,2150.971,,1.37554E+13,3.75785E+12,14.7859,0.2705,36.7846,20.2395,14.17
2009/2/6,2237.28,,1.43021E+13,3.9074E+12,15.3735,0.3132,36.7846,20.2375,14.17
2009/2/9,2296.672,,1.45768E+13,4.01524E+12,15.6688,0.3495,36.7846,20.2355,14.17
2009/2/10,2326.755,,1.48215E+13,4.06968E+12,15.9323,0.3706,36.7846,20.2304,14.17
2009/2/11,2331.138,,1.48041E+13,4.08141E+12,15.9135,0.3691,36.7846,20.2253,14.17
2009/2/12,2318.343,,1.46533E+13,4.06858E+12,15.7515,0.358,36.753,20.2202,14.177
2009/2/13,2399.065,,1.5134E+13,4.21096E+12,16.2682,0.3779,36.753,20.2152,14.177
2009/2/16,2462.245,,1.56035E+13,4.32339E+12,16.776,0.385,36.753,20.2092,14.177
2009/2/17,2385.293,,1.51585E+13,4.18458E+12,16.2977,0.3803,36.753,20.2032,14.177
2009/2/18,2275.843,,1.44225E+13,3.99172E+12,15.5043,0.3287,36.753,20.1958,14.177
2009/2/19,2298.412,,1.45195E+13,4.04022E+12,15.6109,0.3401,36.7232,20.1884,14.194
2009/2/20,2344.32,,1.47102E+13,4.12075E+12,15.8185,0.3663,36.7232,20.1843,14.194
2009/2/23,2410.481,,1.49751E+13,4.23605E+12,16.1034,0.3755,36.7232,20.1803,14.194
2009/2/24,2301.849,,1.42887E+13,4.03937E+12,15.3653,0.3092,36.7232,20.1781,14.194
2009/2/25,2304.251,,1.43187E+13,4.03773E+12,15.3976,0.3163,36.7232,20.1759,14.194
2009/2/26,2190.185,,1.38295E+13,3.83945E+12,14.8762,0.2778,36.7176,20.171,14.1985
2009/2/27,2140.489,,1.36634E+13,3.75273E+12,14.7005,0.2617,36.7176,20.166,14.1985
2009/3/2,2164.666,,1.37013E+13,3.89092E+12,14.7718,0.2667,36.7176,20.1638,14.1985
2009/3/3,2142.154,,1.35252E+13,3.85655E+12,14.581,0.2442,36.7176,20.1615,14.1985
2009/3/4,2285.149,,1.43613E+13,4.11542E+12,15.4833,0.3295,36.7176,20.1437,14.1985
2009/3/5,2304.919,,1.45348E+13,4.15159E+12,15.6721,0.3544,36.7129,20.1258,14.1996
2009/3/6,2286.576,,1.43342E+13,4.12072E+12,15.4546,0.3246,36.7129,20.1164,14.1996
2009/3/9,2202.527,,1.3865E+13,3.97199E+12,14.9465,0.2811,36.7129,20.1069,14.1996
2009/3/10,2240.782,,1.40906E+13,4.04258E+12,15.3072,0.306,36.7129,20.1038,14.1996
2009/3/11,2220.38,,1.39519E+13,4.00598E+12,15.1626,0.2983,36.7129,20.1007,14.1996
2009/3/12,2215.7,,1.39094E+13,3.99667E+12,15.1183,0.297,36.6558,20.0994,14.2042
2009/3/13,2205.422,,1.38956E+13,3.99166E+12,15.1033,0.2966,36.6558,20.098,14.2042
2009/3/16,2241.614,,1.40529E+13,4.06034E+12,15.2774,0.3047,36.6558,20.0941,14.2042
2009/3/17,2322.403,,1.44786E+13,4.20454E+12,15.7402,0.3672,36.6558,20.0903,14.2042
2009/3/18,2332.652,,1.44988E+13,4.22543E+12,15.7695,0.3741,36.6558,20.0835,14.2042
2009/3/19,2382.564,,1.47604E+13,4.31959E+12,16.0517,0.3862,36.6358,20.0768,14.2239
2009/3/20,2379.838,,1.48629E+13,4.31419E+12,16.2225,0.3889,36.6358,20.0759,14.2239
2009/3/23,2439.395,,1.51495E+13,4.42438E+12,16.5404,0.3979,36.6358,20.075,14.2239
2009/3/24,2451.783,,1.52276E+13,4.44848E+12,16.6721,0.3996,36.6358,20.0716,14.2239
2009/3/25,2401.327,,1.49281E+13,4.35531E+12,16.478,0.396,36.6358,20.0682,14.2239
2009/3/26,2479.789,,1.53734E+13,4.49932E+12,17.2075,0.4081,36.497,20.065,14.23
2009/3/27,2498.931,,1.5466E+13,4.5389E+12,17.3527,0.4129,36.497,20.0617,14.23
2009/3/30,2484.487,,1.53315E+13,4.53732E+12,17.57,0.4155,36.497,20.0512,14.23
2009/3/31,2507.789,,1.54161E+13,4.58364E+12,17.7228,0.4172,36.497,20.0407,14.23
2009/4/1,2548.222,,1.56384E+13,4.65288E+12,17.8225,0.4178,36.497,20.0384,14.23
2009/4/2,2576.4,,1.57932E+13,4.7013E+12,18.013,0.4194,36.4926,20.036,14.2313
2009/4/3,2570.503,,1.5803E+13,4.68814E+12,18.0214,0.42,36.4926,20.0328,14.2313
2009/4/7,2576.95,,1.59111E+13,4.73435E+12,18.1491,0.4227,36.4926,20.0295,14.2313
2009/4/8,2479.348,,1.52981E+13,4.55024E+12,17.4587,0.4119,36.4926,20.029,14.2313
2009/4/9,2517.669,,1.55018E+13,4.62123E+12,17.7663,0.4167,36.4926,20.0284,14.2313
2009/4/10,2595.53,,1.59194E+13,4.76862E+12,18.2678,0.4255,36.4808,20.0266,14.2498
2009/4/13,2656.518,,1.63775E+13,4.88095E+12,18.8749,0.4353,36.4808,20.0247,14.2498
2009/4/14,2676.872,,1.64435E+13,4.9218E+12,18.9726,0.4359,36.4808,20.0031,14.2498
2009/4/15,2686.99,,1.64605E+13,4.93891E+12,19.2417,0.4426,36.4808,19.9815,14.2498
2009/4/16,2687.106,,1.64228E+13,4.94108E+12,19.3682,0.4524,36.4808,19.9783,14.2498
2009/4/17,2650.691,,1.62127E+13,4.89043E+12,19.6034,0.4601,36.4543,19.9751,14.2526
2009/4/20,2707.667,,1.65501E+13,5.01739E+12,20.1812,0.5199,36.4543,19.9783,14.2526
2009/4/21,2675.442,,1.6363E+13,4.95744E+12,20.1248,0.5143,36.4543,19.9815,14.2526
2009/4/22,2576.281,,1.59192E+13,4.77381E+12,19.5927,0.4577,36.4543,19.9783,14.2526
2009/4/23,2593.564,,1.5925E+13,4.80766E+12,20.3822,0.5428,36.4543,19.9815,14.2526
2009/4/24,2572.888,,1.58313E+13,4.78088E+12,20.2883,0.5371,36.4294,20.0031,14.2529
2009/4/27,2513.292,,1.56059E+13,4.71623E+12,20.4715,0.5508,36.4294,20.0247,14.2529
2009/4/28,2518.531,,1.55515E+13,4.72343E+12,20.8665,0.5807,36.4294,20.0266,14.2529
2009/4/29,2605.37,,1.59985E+13,4.88984E+12,21.783,0.6105,36.4294,20.0284,14.2529
2009/4/30,2622.926,,1.60361E+13,4.92584E+12,22.8185,0.618,36.4294,20.029,14.2529
2009/5/4,2714.301,,1.6576E+13,5.09483E+12,23.6302,0.6255,36.4024,20.0295,14.2811
2009/5/5,2727.014,,1.66018E+13,5.11996E+12,23.667,0.6259,36.4024,20.0328,14.2811
2009/5/6,2764.979,,1.67641E+13,5.19469E+12,23.9578,0.6273,36.4024,20.036,14.2811
2009/5/7,2767.076,,1.68206E+13,5.1931E+12,24.0385,0.6297,36.4024,20.0384,14.2811
2009/5/8,2789.219,,1.68927E+13,5.17386E+12,24.3233,0.6331,36.4024,20.0407,14.2811
2009/5/11,2725.316,,1.66223E+13,5.06462E+12,23.934,0.6254,36.3952,20.0512,14.2891
2009/5/12,2788.562,,1.68495E+13,5.20138E+12,24.2612,0.6328,36.3952,20.0617,14.2891
2009/5/13,2814.005,,1.71389E+13,5.24808E+12,24.6779,0.6382,36.3952,20.065,14.2891
2009/5/14,2792.597,,1.69513E+13,5.21028E+12,24.4076,0.6345,36.3952,20.0682,14.2891
2009/5/15,2796.116,,1.69781E+13,5.21552E+12,24.4463,0.6349,36.3952,20.0716,14.2891
2009/5/18,2810.573,,1.71434E+13,5.3185E+12,24.525,0.6353,36.3949,20.075,14.292
2009/5/19,2840.084,,1.72927E+13,5.44189E+12,24.7386,0.6406,36.3949,20.0759,14.292
2009/5/20,2812.865,,1.71288E+13,5.39163E+12,24.5042,0.634,36.3949,20.0768,14.292
2009/5/21,2750.01,,1.68566E+13,5.27262E+12,24.1148,0.6274,36.3949,20.0835,14.292
2009/5/22,2740.677,,1.67731E+13,5.26151E+12,23.9953,0.6218,36.3949,20.0903,14.292
2009/5/25,2752.716,,1.68507E+13,5.34971E+12,24.1063,0.6261,36.3797,20.0941,14.2943
2009/5/26,2719.764,,1.667E+13,5.29851E+12,23.8543,0.6185,36.3797,20.098,14.2943
2009/5/27,2759.712,,1.69975E+13,5.37559E+12,24.323,0.6308,36.3797,20.0994,14.2943
2009/6/1,2858.342,,1.76048E+13,5.56384E+12,25.192,0.6521,36.3797,20.1007,14.2943
2009/6/2,2865.099,,1.7606E+13,5.57782E+12,25.1937,0.6524,36.3797,20.1038,14.2943
2009/6/3,2939.387,,1.80193E+13,5.70827E+12,25.7851,0.6627,36.2968,20.1069,14.3016
2009/6/4,2953.751,,1.79684E+13,5.73633E+12,25.7123,0.662,36.2968,20.1158,14.3016
2009/6/5,2939.306,,1.78667E+13,5.70833E+12,25.5667,0.6574,36.2968,20.1248,14.3016
2009/6/8,2948.478,,1.80319E+13,5.73235E+12,25.8032,0.6647,36.2968,20.1253,14.3016
2009/6/9,2960.556,,1.81966E+13,5.76318E+12,26.0389,0.667,36.2968,20.1258,14.3016
2009/6/10,2989.595,,1.84099E+13,5.82791E+12,26.344,0.6732,36.2903,20.1437,14.3265
2009/6/11,2961.629,,1.82873E+13,5.78616E+12,26.1687,0.6686,36.2903,20.1615,14.3265
2009/6/12,2906.286,,1.79325E+13,5.67827E+12,25.6609,0.6581,36.2903,20.1638,14.3265
2009/6/15,2966.192,,1.83291E+13,5.78909E+12,26.2284,0.6713,36.2903,20.166,14.3265
2009/6/16,2961.22,,1.82327E+13,5.78383E+12,26.0906,0.6667,36.2903,20.171,14.3265
2009/6/17,3010.588,,1.84563E+13,5.88493E+12,26.4105,0.6749,36.2739,20.1759,14.3403
2009/6/18,3057.428,,1.88082E+13,5.9688E+12,26.9141,0.685,36.2739,20.1781,14.3403
2009/6/19,3080.001,,1.9E+13,6.01723E+12,27.1885,0.6931,36.2739,20.1803,14.3403
2009/6/22,3082.563,,1.91626E+13,6.0205E+12,27.4212,0.6974,36.2739,20.1808,14.3403
2009/6/23,3083.895,,1.91999E+13,6.03611E+12,27.4746,0.6977,36.2739,20.1812,14.3403
2009/6/24,3120.73,,1.93566E+13,6.11518E+12,27.6987,0.6999,36.2431,20.1848,14.3461
2009/6/25,3117.921,,1.93844E+13,6.11198E+12,27.7386,0.7012,36.2431,20.1884,14.3461
2009/6/26,3128.421,,1.94092E+13,6.12705E+12,27.774,0.7015,36.2431,20.1958,14.3461
2009/6/29,3179.972,,1.97011E+13,6.24824E+12,28.1918,0.7037,36.2431,20.2032,14.3461
2009/6/30,3166.474,,1.95779E+13,6.22245E+12,28.0155,0.703,36.2431,20.2092,14.3461
2009/7/1,3237.903,,2.02122E+13,6.3837E+12,27.6409,0.6955,36.2332,20.2152,14.3525
2009/7/2,3282.359,,2.05868E+13,6.47115E+12,28.1532,0.7036,36.2332,20.2202,14.3525
2009/7/3,3327.135,,2.07756E+13,6.55139E+12,28.4114,0.7087,36.2332,20.2253,14.3525
2009/7/6,3374.753,,2.10821E+13,7.46754E+12,28.8306,0.71,36.2332,20.2304,14.3525
2009/7/7,3340.493,,2.07918E+13,7.39607E+12,28.4336,0.7083,36.2332,20.2355,14.3525
2009/7/8,3352.269,,2.06693E+13,7.40389E+12,28.2661,0.7038,36.221,20.2375,14.3615
2009/7/9,3396.304,,2.09061E+13,7.50533E+12,28.5899,0.7099,36.221,20.2395,14.3615
2009/7/10,3398.31,,2.08506E+13,7.51239E+12,28.514,0.7092,36.221,20.241,14.3615
2009/7/13,3361.011,,2.05728E+13,7.43228E+12,28.1379,0.6988,36.221,20.2426,14.3615
2009/7/14,3454.753,,2.10369E+13,7.63757E+12,28.7726,0.7107,36.221,20.2466,14.3615
2009/7/15,3493.305,,2.13034E+13,7.71003E+12,29.1371,0.7129,36.2108,20.2506,14.3621
2009/7/16,3501.24,,2.13074E+13,7.72069E+12,29.1426,0.7132,36.2108,20.252,14.3621
2009/7/17,3519.809,,2.1332E+13,7.74173E+12,29.1705,0.7135,36.2108,20.2534,14.3621
2009/7/20,3591.123,,2.18503E+13,7.89234E+12,29.8906,0.7176,36.2108,20.2539,14.3621
2009/7/21,3539.832,,2.15138E+13,7.78248E+12,29.439,0.714,36.2108,20.2544,14.3621
2009/7/22,3606.924,,2.20408E+13,7.92098E+12,30.1625,0.7191,36.2053,20.2567,14.3712
2009/7/23,3651.969,,2.22709E+13,8.02331E+12,30.4787,0.7213,36.2053,20.2591,14.3712
2009/7/24,3667.556,,2.25695E+13,8.05069E+12,30.8866,0.7234,36.2053,20.2605,14.3712
2009/7/27,3743.626,,2.29867E+13,8.22981E+12,31.4745,0.7247,36.2053,20.2619,14.3712
2009/7/28,3755.818,,2.29875E+13,8.2573E+12,31.4869,0.7249,36.2053,20.265,14.3712
2009/7/29,3558.508,,2.19222E+13,7.85507E+12,30.0322,0.7156,36.1857,20.2681,14.3813
2009/7/30,3634.818,,2.23802E+13,8.04993E+12,30.6764,0.7207,36.1857,20.2683,14.3813
2009/7/31,3734.622,,2.29689E+13,8.30511E+12,31.4735,0.7238,36.1857,20.2685,14.3813
2009/8/3,3787.033,,2.32691E+13,8.52945E+12,31.9199,0.7317,36.1857,20.2686,14.3813
2009/8/4,3786.615,,2.32697E+13,8.52446E+12,31.9109,0.731,36.1857,20.2687,14.3813
2009/8/5,3740.936,,2.29404E+13,8.43205E+12,31.4673,0.7217,36.1802,20.2707,14.3853
2009/8/6,3663.12,,2.24467E+13,8.28061E+12,30.7863,0.7182,36.1802,20.2727,14.3853
2009/8/7,3555.095,,2.17749E+13,8.04053E+12,29.8581,0.709,36.1802,20.2805,14.3853
2009/8/10,3544.539,,2.16509E+13,8.03364E+12,29.7908,0.7083,36.1802,20.2883,14.3853
