净值日期,累计净值
2018-04-17,1.0551
2018-04-18,1.0569
2018-04-19,1.0559
2018-04-20,1.0555
2018-04-23,1.055
2018-04-24,1.0552
2018-04-25,1.0543
2018-04-26,1.0549
2018-04-27,1.0554
2018-05-02,1.0553
2018-05-03,1.0566
2018-05-04,1.0582
2018-05-07,1.0573
2018-05-08,1.0564
2018-05-09,1.0554
2018-05-10,1.0551
2018-05-11,1.0563
2018-05-14,1.0567
2018-05-15,1.0566
2018-05-16,1.0567
2018-05-17,1.0567
2018-05-18,1.0584
2018-05-21,1.0586
2018-05-22,1.0605
2018-05-23,1.0614
2018-05-24,1.0617
2018-05-25,1.0626
2018-05-28,1.0623
2018-05-29,1.0622
2018-05-30,1.0628
2018-05-31,1.063
2018-06-01,1.0632
2018-06-04,1.0632
2018-06-05,1.0633
2018-06-06,1.0633
2018-06-07,1.0636
2018-06-08,1.0638
2018-06-11,1.0639
2018-06-12,1.064
2018-06-13,1.0639
2018-06-14,1.0642
2018-06-15,1.0646
2018-06-19,1.0633
2018-06-20,1.0626
2018-06-21,1.0629
2018-06-22,1.0637
2018-06-25,1.064
2018-06-26,1.0643
2018-06-27,1.0645
2018-06-28,1.0647
2018-06-29,1.0662
2018-06-30,1.0663
2018-07-02,1.0669
2018-07-03,1.0678
2018-07-04,1.0688
2018-07-05,1.0699
2018-07-06,1.0707
2018-07-09,1.0711
2018-07-10,1.071
2018-07-11,1.071
2018-07-12,1.0722
2018-07-13,1.0722
2018-07-16,1.0736
2018-07-17,1.0738
2018-07-18,1.0741
2018-07-19,1.075
2018-07-20,1.0763
2018-07-23,1.0777
2018-07-24,1.0784
2018-07-25,1.0791
2018-07-26,1.0796
2018-07-27,1.081
2018-07-30,1.0819
2018-07-31,1.0836
2018-08-01,1.0843
2018-08-02,1.0862
2018-08-03,1.0877
2018-08-06,1.0886
2018-08-07,1.09
2018-08-08,1.0905
2018-08-09,1.0893
2018-08-10,1.0866
2018-08-13,1.0858
2018-08-14,1.0848
2018-08-15,1.0854
2018-08-16,1.085
2018-08-17,1.0836
2018-08-20,1.0817
2018-08-21,1.0814
2018-08-22,1.0815
2018-08-23,1.0827
2018-08-24,1.0833
2018-08-27,1.084
2018-08-28,1.084
2018-08-29,1.0837
2018-08-30,1.0838
2018-08-31,1.0842
2018-09-03,1.0844
2018-09-04,1.0848
2018-09-05,1.0851
2018-09-06,1.0847
2018-09-07,1.0843
2018-09-10,1.0842
2018-09-11,1.0842
2018-09-12,1.0836
2018-09-13,1.084
2018-09-14,1.0848
2018-09-17,1.0851
2018-09-18,1.0853
2018-09-19,1.0851
2018-09-20,1.0849
2018-09-21,1.0853
2018-09-25,1.0857
2018-09-26,1.0858
2018-09-27,1.0866
2018-09-28,1.0873
2018-10-08,1.0885
2018-10-09,1.0892
2018-10-10,1.09
2018-10-11,1.0912
2018-10-12,1.0921
2018-10-15,1.0933
2018-10-16,1.0939
2018-10-17,1.0943
2018-10-18,1.0949
2018-10-19,1.095
2018-10-22,1.0946
2018-10-23,1.0951
2018-10-24,1.0955
2018-10-25,1.0961
2018-10-26,1.0968
2018-10-29,1.0978
2018-10-30,1.0983
2018-10-31,1.0984
2018-11-01,1.0991
2018-11-02,1.099
2018-11-05,1.0989
2018-11-06,1.0992
2018-11-07,1.0994
2018-11-08,1.0997
2018-11-09,1.1005
2018-11-12,1.1009
2018-11-13,1.1009
2018-11-14,1.1026
2018-11-15,1.1027
2018-11-16,1.1037
2018-11-19,1.1047
2018-11-20,1.1054
2018-11-21,1.1053
2018-11-22,1.1053
2018-11-23,1.1051
2018-11-26,1.1049
2018-11-27,1.1045
2018-11-28,1.1042
2018-11-29,1.1044
2018-11-30,1.1047
2018-12-03,1.105
2018-12-04,1.1051
2018-12-05,1.1064
2018-12-06,1.107
2018-12-07,1.1071
2018-12-10,1.1078
2018-12-11,1.1083
2018-12-12,1.1087
2018-12-13,1.108
2018-12-14,1.1072
2018-12-17,1.1066
2018-12-18,1.1053
2018-12-19,1.1051
2018-12-20,1.1061
2018-12-21,1.107
2018-12-24,1.1075
2018-12-25,1.1074
2018-12-26,1.1076
2018-12-27,1.1077
2018-12-28,1.1085
2018-12-31,1.1088
2019-01-02,1.1103
2019-01-03,1.1118
2019-01-04,1.113
2019-01-07,1.1148
2019-01-08,1.1159
2019-01-09,1.1169
2019-01-10,1.1178
2019-01-11,1.1182
2019-01-14,1.1184
2019-01-15,1.1182
2019-01-16,1.1185
2019-01-17,1.119
2019-01-18,1.1199
2019-01-21,1.1199
2019-01-22,1.12
2019-01-23,1.1197
2019-01-24,1.1196
2019-01-25,1.1196
2019-01-28,1.1198
2019-01-29,1.1197
2019-01-30,1.1199
2019-01-31,1.1203
2019-02-01,1.1207
2019-02-11,1.1217
2019-02-12,1.1223
2019-02-13,1.1226
2019-02-14,1.1231
2019-02-15,1.1236
2019-02-18,1.1238
2019-02-19,1.1239
2019-02-20,1.124
2019-02-21,1.1239
2019-02-22,1.1238
2019-02-25,1.1237
2019-02-26,1.1224
2019-02-27,1.1219
2019-02-28,1.122
2019-03-01,1.1215
2019-03-04,1.1209
2019-03-05,1.1209
2019-03-06,1.1205
2019-03-07,1.1207
2019-03-08,1.1218
2019-03-11,1.1222
2019-03-12,1.122
2019-03-13,1.1219
2019-03-14,1.1214
2019-03-15,1.1209
2019-03-18,1.1213
2019-03-19,1.1213
2019-03-20,1.1212
2019-03-21,1.1215
2019-03-22,1.122
2019-03-25,1.1228
2019-03-26,1.1232
2019-03-27,1.1237
2019-03-28,1.1241
2019-03-29,1.1243
2019-04-01,1.1234
2019-04-02,1.1229
2019-04-03,1.1223
2019-04-04,1.1215
2019-04-08,1.1215
2019-04-09,1.121
2019-04-10,1.1203
2019-04-11,1.1206
2019-04-12,1.1209
2019-04-15,1.1201
2019-04-16,1.1191
2019-04-17,1.1187
2019-04-18,1.1189
2019-04-19,1.1198
2019-04-22,1.1205
2019-04-23,1.1204
2019-04-24,1.1197
2019-04-25,1.1203
2019-04-26,1.1207
2019-04-29,1.1203
2019-04-30,1.1217
2019-05-06,1.1237
2019-05-07,1.1244
2019-05-08,1.1252
2019-05-09,1.1265
2019-05-10,1.127
2019-05-13,1.1285
2019-05-14,1.1292
2019-05-15,1.1298
2019-05-16,1.1302
2019-05-17,1.1307
2019-05-20,1.1311
2019-05-21,1.1309
2019-05-22,1.1306
2019-05-23,1.1306
2019-05-24,1.1309
2019-05-27,1.1302
2019-05-28,1.1294
2019-05-29,1.1298
2019-05-30,1.1307
2019-05-31,1.1308
2019-06-03,1.1315
2019-06-04,1.1322
2019-06-05,1.1327
2019-06-06,1.1332
2019-06-10,1.1334
2019-06-11,1.1325
2019-06-12,1.1326
2019-06-13,1.1328
2019-06-14,1.1329
2019-06-17,1.1333
2019-06-18,1.1336
2019-06-19,1.1338
2019-06-20,1.135
2019-06-21,1.1353
2019-06-24,1.1361
2019-06-25,1.1367
2019-06-26,1.1368
2019-06-27,1.1371
2019-06-28,1.1371
2019-06-30,1.1373
2019-07-01,1.1379
2019-07-02,1.1395
2019-07-03,1.1405
2019-07-04,1.1416
2019-07-05,1.1415
2019-07-08,1.1411
2019-07-09,1.1417
2019-07-10,1.1418
2019-07-11,1.1422
2019-07-12,1.1427
2019-07-15,1.1433
2019-07-16,1.1431
2019-07-17,1.1431
2019-07-18,1.1434
2019-07-19,1.1433
2019-07-22,1.1441
2019-07-23,1.1446
2019-07-24,1.1443
2019-07-25,1.1448
2019-07-26,1.1451
2019-07-29,1.1452
2019-07-30,1.1456
2019-07-31,1.1465
2019-08-01,1.1474
2019-08-02,1.1494
2019-08-05,1.1513
2019-08-06,1.1514
2019-08-07,1.1521
2019-08-08,1.1525
2019-08-09,1.1537
2019-08-12,1.1538
2019-08-13,1.155
2019-08-14,1.1552
2019-08-15,1.156
2019-08-16,1.156
2019-08-19,1.1561
2019-08-20,1.1563
2019-08-21,1.1556
2019-08-22,1.1556
2019-08-23,1.1554
2019-08-26,1.156
2019-08-27,1.1556
2019-08-28,1.1553
2019-08-29,1.1553
2019-08-30,1.155
2019-09-02,1.1548
2019-09-03,1.1549
2019-09-04,1.1551
2019-09-05,1.1564
2019-09-06,1.1567
2019-09-09,1.1572
2019-09-10,1.1574
2019-09-11,1.1573
2019-09-12,1.1564
2019-09-16,1.1566
2019-09-17,1.1566
2019-09-18,1.1565
2019-09-19,1.1564
2019-09-20,1.1562
2019-09-23,1.1564
2019-09-24,1.1563
2019-09-25,1.156
2019-09-26,1.1561
2019-09-27,1.1562
2019-09-30,1.1567
2019-10-08,1.1572
2019-10-09,1.1571
2019-10-10,1.157
2019-10-11,1.1571
2019-10-14,1.1571
2019-10-15,1.157
2019-10-16,1.1567
2019-10-17,1.1568
2019-10-18,1.1568
2019-10-21,1.1566
2019-10-22,1.1563
2019-10-23,1.1562
2019-10-24,1.1559
2019-10-25,1.1556
2019-10-28,1.1557
2019-10-29,1.1553
2019-10-30,1.1546
2019-10-31,1.1542
2019-11-01,1.1535
2019-11-04,1.1544
2019-11-05,1.1544
2019-11-06,1.1549
2019-11-07,1.1551
2019-11-08,1.1553
2019-11-11,1.1556
2019-11-12,1.156
2019-11-13,1.1561
2019-11-14,1.1563
2019-11-15,1.1565
2019-11-18,1.1571
2019-11-19,1.1574
2019-11-20,1.1576
2019-11-21,1.1578
2019-11-22,1.1581
2019-11-25,1.1584
2019-11-26,1.1585
2019-11-27,1.1588
2019-11-28,1.1593
2019-11-29,1.1594
2019-12-02,1.1597
2019-12-03,1.1596
2019-12-04,1.1599
2019-12-05,1.1599
2019-12-06,1.16
2019-12-09,1.1602
2019-12-10,1.1604
2019-12-11,1.1607
2019-12-12,1.1608
2019-12-13,1.1608
2019-12-16,1.1611
2019-12-17,1.1612
2019-12-18,1.1614
2019-12-19,1.1616
2019-12-20,1.1617
2019-12-23,1.1621
2019-12-24,1.1622
2019-12-25,1.1626
2019-12-26,1.1629
2019-12-27,1.1631
2019-12-30,1.1637
2019-12-31,1.1637
2020-01-02,1.1645
2020-01-03,1.165
2020-01-06,1.1656
2020-01-07,1.1657
2020-01-08,1.1662
2020-01-09,1.1666
2020-01-10,1.1669
2020-01-13,1.1675
2020-01-14,1.1676
2020-01-15,1.1674
2020-01-16,1.1675
2020-01-17,1.1675
2020-01-20,1.1679
2020-01-21,1.1681
2020-01-22,1.1684
2020-01-23,1.1685
2020-02-03,1.172
2020-02-04,1.1718
2020-02-05,1.172
2020-02-06,1.172
2020-02-07,1.1727
2020-02-10,1.1731
2020-02-11,1.1732
2020-02-12,1.1739
2020-02-13,1.1745
2020-02-14,1.1748
2020-02-17,1.1754
2020-02-18,1.1758
2020-02-19,1.176
2020-02-20,1.1763
2020-02-21,1.1766
2020-02-24,1.1774
2020-02-25,1.178
2020-02-26,1.1785
2020-02-27,1.1789
2020-02-28,1.1795
2020-03-02,1.1792
2020-03-03,1.1792
2020-03-04,1.1821
2020-03-05,1.1818
2020-03-06,1.1849
2020-03-09,1.192
2020-03-10,1.1874
2020-03-11,1.1882
2020-03-12,1.1875
2020-03-13,1.1845
2020-03-16,1.1854
2020-03-17,1.1827
2020-03-18,1.1824
2020-03-19,1.1815
2020-03-20,1.1833
2020-03-23,1.1856
2020-03-24,1.1856
2020-03-25,1.1862
2020-03-26,1.1878
2020-03-27,1.1876
2020-03-30,1.1881
2020-03-31,1.1888
2020-04-01,1.1894
2020-04-02,1.1897
2020-04-03,1.1899
2020-04-07,1.1927
2020-04-08,1.1945
2020-04-09,1.1954
2020-04-10,1.1956
2020-04-13,1.1959
2020-04-14,1.1961
2020-04-15,1.1965
2020-04-16,1.1973
2020-04-17,1.1977
2020-04-20,1.1984
2020-04-21,1.1989
2020-04-22,1.1991
2020-04-23,1.2003
2020-04-24,1.2009
2020-04-27,1.202
2020-04-28,1.2022
2020-04-29,1.2025
2020-04-30,1.2026
2020-05-06,1.2024
2020-05-07,1.2011
2020-05-08,1.2006
2020-05-11,1.1993
2020-05-12,1.1991
2020-05-13,1.199
2020-05-14,1.1989
2020-05-15,1.1992
2020-05-18,1.1988
2020-05-19,1.1984
2020-05-20,1.199
2020-05-21,1.1992
2020-05-22,1.2004
2020-05-25,1.1995
2020-05-26,1.1984
2020-05-27,1.1978
2020-05-28,1.1977
2020-05-29,1.1975
2020-06-01,1.1973
2020-06-02,1.1951
2020-06-03,1.1932
2020-06-04,1.1926
2020-06-05,1.1906
2020-06-08,1.1901
2020-06-09,1.1903
2020-06-10,1.1903
2020-06-11,1.1908
2020-06-12,1.1917
2020-06-15,1.1925
2020-06-16,1.1921
2020-06-17,1.1912
2020-06-18,1.1917
2020-06-19,1.1917
2020-06-22,1.1913
2020-06-23,1.1904
2020-06-24,1.1907
2020-06-29,1.1915
2020-06-30,1.1917
2020-07-01,1.1919
2020-07-02,1.1922
2020-07-03,1.1921
2020-07-06,1.1909
2020-07-07,1.189
2020-07-08,1.1882
2020-07-09,1.1859
2020-07-10,1.1855
2020-07-13,1.1845
2020-07-14,1.1844
2020-07-15,1.1845
2020-07-16,1.1853
2020-07-17,1.1861
2020-07-20,1.1867
2020-07-21,1.188
2020-07-22,1.1898
2020-07-23,1.1902
2020-07-24,1.1917
2020-07-27,1.1926
2020-07-28,1.1922
2020-07-29,1.1919
2020-07-30,1.1919
2020-07-31,1.1916
2020-08-03,1.1916
2020-08-04,1.1918
2020-08-05,1.1918
2020-08-06,1.192
2020-08-07,1.1922
2020-08-10,1.1929
2020-08-11,1.193
2020-08-12,1.1932
2020-08-13,1.1938
2020-08-14,1.194
2020-08-17,1.1948
2020-08-18,1.1951
2020-08-19,1.1949
2020-08-20,1.195
2020-08-21,1.1951
2020-08-24,1.1953
2020-08-25,1.195
2020-08-26,1.1946
2020-08-27,1.1946
2020-08-28,1.1941
2020-08-31,1.1941
2020-09-01,1.1944
2020-09-02,1.1942
2020-09-03,1.194
2020-09-04,1.1941
2020-09-07,1.1941
2020-09-08,1.1941
2020-09-09,1.1942
2020-09-10,1.1943
2020-09-11,1.1943
2020-09-14,1.1947
2020-09-15,1.1948
2020-09-16,1.195
2020-09-17,1.195
2020-09-18,1.1951
2020-09-21,1.1954
2020-09-22,1.1955
2020-09-23,1.1957
2020-09-24,1.1959
2020-09-25,1.1957
2020-09-28,1.1959
2020-09-29,1.1958
2020-09-30,1.1957
2020-10-09,1.1963
2020-10-12,1.1965
2020-10-13,1.1966
2020-10-14,1.1967
2020-10-15,1.1969
2020-10-16,1.1971
2020-10-19,1.1976
2020-10-20,1.1978
2020-10-21,1.198
2020-10-22,1.1984
2020-10-23,1.1986
2020-10-26,1.1993
2020-10-27,1.1995
2020-10-28,1.1996
2020-10-29,1.1997
2020-10-30,1.1998
2020-11-02,1.2001
2020-11-03,1.2003
2020-11-04,1.2006
2020-11-05,1.2008
2020-11-06,1.2009
2020-11-09,1.2011
2020-11-10,1.2012
2020-11-11,1.2012
2020-11-12,1.2007
2020-11-13,1.1996
2020-11-16,1.1993
2020-11-17,1.1987
2020-11-18,1.198
2020-11-19,1.1969
2020-11-20,1.1961
2020-11-23,1.196
2020-11-24,1.1962
2020-11-25,1.1962
2020-11-26,1.1963
2020-11-27,1.1965
2020-11-30,1.1971
2020-12-01,1.1974
2020-12-02,1.1975
2020-12-03,1.1977
2020-12-04,1.1977
2020-12-07,1.1981
2020-12-08,1.1983
2020-12-09,1.1985
2020-12-10,1.1989
2020-12-11,1.199
2020-12-14,1.1991
2020-12-15,1.1991
2020-12-16,1.1994
2020-12-17,1.1994
2020-12-18,1.1996
2020-12-21,1.2
2020-12-22,1.2003
2020-12-23,1.2001
2020-12-24,1.2002
2020-12-25,1.2002
2020-12-28,1.2007
2020-12-29,1.2011
2020-12-30,1.2019
2020-12-31,1.202
2021-01-04,1.2018
2021-01-05,1.2025
2021-01-06,1.203
2021-01-07,1.2037
2021-01-08,1.2042
2021-01-11,1.2046
2021-01-12,1.205
2021-01-13,1.2052
2021-01-14,1.2056
2021-01-15,1.2055
2021-01-18,1.2055
2021-01-19,1.2052
2021-01-20,1.2054
2021-01-21,1.206
2021-01-22,1.2061
2021-01-25,1.2064
2021-01-26,1.2056
2021-01-27,1.2055
2021-01-28,1.2045
2021-01-29,1.2043
2021-02-01,1.2047
2021-02-02,1.2051
2021-02-03,1.2053
2021-02-04,1.2054
2021-02-05,1.2051
2021-02-08,1.2056
2021-02-09,1.2058
2021-02-10,1.2059
2021-02-18,1.2067
2021-02-19,1.2069
2021-02-22,1.2073
2021-02-23,1.2075
2021-02-24,1.2077
2021-02-25,1.2079
2021-02-26,1.208
2021-03-01,1.2084
2021-03-02,1.2087
2021-03-03,1.2089
2021-03-04,1.2092
2021-03-05,1.2094
2021-03-08,1.2098
2021-03-09,1.2099
2021-03-10,1.2101
2021-03-11,1.2102
2021-03-12,1.2106
2021-03-15,1.211
2021-03-16,1.2113
2021-03-17,1.2114
2021-03-18,1.2115
2021-03-19,1.2117
2021-03-22,1.212
2021-03-23,1.2123
2021-03-24,1.2126
2021-03-25,1.2127
2021-03-26,1.2128
2021-03-29,1.2132
2021-03-30,1.2133
2021-03-31,1.2135
2021-04-01,1.2137
2021-04-02,1.2139
2021-04-06,1.2143
2021-04-07,1.2143
2021-04-08,1.2143
2021-04-09,1.2148
2021-04-12,1.2157
2021-04-13,1.2165
2021-04-14,1.2168
2021-04-15,1.217
2021-04-16,1.2173
2021-04-19,1.2178
2021-04-20,1.218
2021-04-21,1.2182
2021-04-22,1.2184
2021-04-23,1.2183
2021-04-26,1.2188
2021-04-27,1.2187
2021-04-28,1.2188
2021-04-29,1.219
2021-04-30,1.2193
2021-05-06,1.2203
2021-05-07,1.2203
2021-05-10,1.2213
2021-05-11,1.2217
2021-05-12,1.2223
2021-05-13,1.2228
2021-05-14,1.2229
2021-05-17,1.2234
2021-05-18,1.2237
2021-05-19,1.2242
2021-05-20,1.2247
2021-05-21,1.2257
2021-05-24,1.2265
2021-05-25,1.2268
2021-05-26,1.2274
2021-05-27,1.228
2021-05-28,1.2278
2021-05-31,1.2286
2021-06-01,1.229
2021-06-02,1.2288
2021-06-03,1.2293
2021-06-04,1.2293
2021-06-07,1.229
2021-06-08,1.2288
2021-06-09,1.2289
2021-06-10,1.2291
2021-06-11,1.2291
2021-06-15,1.2294
2021-06-16,1.2292
2021-06-17,1.229
2021-06-18,1.2292
2021-06-21,1.2297
2021-06-22,1.2297
2021-06-23,1.23
2021-06-24,1.2303
2021-06-25,1.2305
2021-06-28,1.231
2021-06-29,1.2311
2021-06-30,1.2313
2021-07-01,1.2316
2021-07-02,1.2321
2021-07-05,1.2326
2021-07-06,1.233
2021-07-07,1.2335
2021-07-08,1.2351
2021-07-09,1.2351
2021-07-12,1.2367
2021-07-13,1.2377
2021-07-14,1.2382
2021-07-15,1.2384
2021-07-16,1.239
2021-07-19,1.2397
2021-07-20,1.2405
2021-07-21,1.2411
2021-07-22,1.2413
2021-07-23,1.242
2021-07-26,1.2433
2021-07-27,1.2429
2021-07-28,1.2428
2021-07-29,1.2434
2021-07-30,1.2444
2021-08-02,1.2457
2021-08-03,1.246
2021-08-04,1.2464
2021-08-05,1.2477
2021-08-06,1.2478
2021-08-09,1.247
2021-08-10,1.2469
2021-08-11,1.2472
2021-08-12,1.2479
2021-08-13,1.2478
2021-08-16,1.248
2021-08-17,1.2485
2021-08-18,1.2493
2021-08-19,1.2498
2021-08-20,1.2496
2021-08-23,1.2496
2021-08-24,1.2498
2021-08-25,1.2499
2021-08-26,1.2489
2021-08-27,1.2493
2021-08-30,1.25
2021-08-31,1.2502
2021-09-01,1.2508
2021-09-02,1.2509
2021-09-03,1.2509
2021-09-06,1.2513
2021-09-07,1.2511
2021-09-08,1.2512
2021-09-09,1.251
2021-09-10,1.2509
2021-09-13,1.2508
2021-09-14,1.2508
2021-09-15,1.2507
2021-09-16,1.2506
2021-09-17,1.2505
2021-09-22,1.2506
2021-09-23,1.2507
2021-09-24,1.2505
2021-09-27,1.2502
2021-09-28,1.25
2021-09-29,1.2501
2021-09-30,1.2502
2021-10-08,1.2508
2021-10-11,1.2501
2021-10-12,1.2498
2021-10-13,1.2497
2021-10-14,1.2499
2021-10-15,1.2502
2021-10-18,1.2495
2021-10-19,1.2495
2021-10-20,1.2502
2021-10-21,1.2513
2021-10-22,1.251
2021-10-25,1.2516
2021-10-26,1.2526
2021-10-27,1.2533
2021-10-28,1.2543
2021-10-29,1.2548
2021-11-01,1.2563
2021-11-02,1.2575
2021-11-03,1.2578
2021-11-04,1.2583
2021-11-05,1.2594
2021-11-08,1.2597
2021-11-09,1.2598
2021-11-10,1.2598
2021-11-11,1.2597
2021-11-12,1.2599
2021-11-15,1.2607
2021-11-16,1.261
2021-11-17,1.2611
2021-11-18,1.2618
2021-11-19,1.2616
2021-11-22,1.2622
2021-11-23,1.2624
2021-11-24,1.2635
2021-11-25,1.2637
2021-11-26,1.2647
2021-11-29,1.2651
2021-11-30,1.265
2021-12-01,1.2647
2021-12-02,1.2646
2021-12-03,1.2647
2021-12-06,1.2661
2021-12-07,1.2661
2021-12-08,1.2662
2021-12-09,1.2663
2021-12-10,1.2665
2021-12-13,1.2669
2021-12-14,1.267
2021-12-15,1.2672
2021-12-16,1.2671
2021-12-17,1.2672
2021-12-20,1.2673
2021-12-21,1.2671
2021-12-22,1.2672
2021-12-23,1.2676
2021-12-24,1.2678
2021-12-27,1.2682
2021-12-28,1.2685
2021-12-29,1.2689
2021-12-30,1.2693
2021-12-31,1.2697
