date,net_value
2018-08-03,1.298
2018-08-06,1.299
2018-08-07,1.301
2018-08-08,1.301
2018-08-09,1.299
2018-08-10,1.297
2018-08-13,1.296
2018-08-14,1.295
2018-08-15,1.296
2018-08-16,1.295
2018-08-17,1.294
2018-08-20,1.292
2018-08-21,1.291
2018-08-22,1.292
2018-08-23,1.293
2018-08-24,1.294
2018-08-27,1.294
2018-08-28,1.294
2018-08-29,1.293
2018-08-30,1.293
2018-08-31,1.294
2018-09-03,1.294
2018-09-04,1.294
2018-09-05,1.294
2018-09-06,1.294
2018-09-07,1.293
2018-09-10,1.293
2018-09-11,1.293
2018-09-12,1.292
2018-09-13,1.293
2018-09-14,1.294
2018-09-17,1.294
2018-09-18,1.295
2018-09-19,1.295
2018-09-20,1.294
2018-09-21,1.295
2018-09-25,1.295
2018-09-26,1.296
2018-09-27,1.297
2018-09-28,1.297
2018-10-08,1.3
2018-10-09,1.301
2018-10-10,1.302
2018-10-11,1.304
2018-10-12,1.305
2018-10-15,1.306
2018-10-16,1.307
2018-10-17,1.307
2018-10-18,1.308
2018-10-19,1.308
2018-10-22,1.308
2018-10-23,1.309
2018-10-24,1.309
2018-10-25,1.31
2018-10-26,1.31
2018-10-29,1.312
2018-10-30,1.312
2018-10-31,1.312
2018-11-01,1.313
2018-11-02,1.312
2018-11-05,1.313
2018-11-06,1.314
2018-11-07,1.314
2018-11-08,1.315
2018-11-09,1.316
2018-11-12,1.316
2018-11-13,1.316
2018-11-14,1.319
2018-11-15,1.32
2018-11-16,1.323
2018-11-19,1.324
2018-11-20,1.325
2018-11-21,1.325
2018-11-22,1.325
2018-11-23,1.325
2018-11-26,1.325
2018-11-27,1.325
2018-11-28,1.325
2018-11-29,1.326
2018-11-30,1.326
2018-12-03,1.327
2018-12-04,1.328
2018-12-05,1.329
2018-12-06,1.33
2018-12-07,1.331
2018-12-10,1.332
2018-12-11,1.332
2018-12-12,1.333
2018-12-13,1.332
2018-12-14,1.331
2018-12-17,1.329
2018-12-18,1.328
2018-12-19,1.329
2018-12-20,1.331
2018-12-21,1.331
2018-12-24,1.332
2018-12-25,1.332
2018-12-26,1.332
2018-12-27,1.334
2018-12-28,1.336
2018-12-31,1.336
2019-01-02,1.339
2019-01-03,1.341
2019-01-04,1.342
2019-01-07,1.344
2019-01-08,1.346
2019-01-09,1.347
2019-01-10,1.348
2019-01-11,1.348
2019-01-14,1.348
2019-01-15,1.348
2019-01-16,1.348
2019-01-17,1.349
2019-01-18,1.35
2019-01-21,1.35
2019-01-22,1.349
2019-01-23,1.349
2019-01-24,1.349
2019-01-25,1.348
2019-01-28,1.348
2019-01-29,1.348
2019-01-30,1.348
2019-01-31,1.349
2019-02-01,1.35
2019-02-11,1.351
2019-02-12,1.352
2019-02-13,1.352
2019-02-14,1.353
2019-02-15,1.354
2019-02-18,1.354
2019-02-19,1.354
2019-02-20,1.354
2019-02-21,1.354
2019-02-22,1.354
2019-02-25,1.354
2019-02-26,1.352
2019-02-27,1.351
2019-02-28,1.352
2019-03-01,1.351
2019-03-04,1.35
2019-03-05,1.35
2019-03-06,1.35
2019-03-07,1.35
2019-03-08,1.351
2019-03-11,1.352
2019-03-12,1.352
2019-03-13,1.352
2019-03-14,1.351
2019-03-15,1.351
2019-03-18,1.351
2019-03-19,1.351
2019-03-20,1.351
2019-03-21,1.352
2019-03-22,1.352
2019-03-25,1.353
2019-03-26,1.353
2019-03-27,1.354
2019-03-28,1.354
2019-03-29,1.354
2019-04-01,1.355
2019-04-02,1.354
2019-04-03,1.353
2019-04-04,1.353
2019-04-08,1.353
2019-04-09,1.352
2019-04-10,1.352
2019-04-11,1.352
2019-04-12,1.352
2019-04-15,1.351
2019-04-16,1.35
2019-04-17,1.35
2019-04-18,1.35
2019-04-19,1.35
2019-04-22,1.351
2019-04-23,1.351
2019-04-24,1.351
2019-04-25,1.351
2019-04-26,1.351
2019-04-29,1.351
2019-04-30,1.351
2019-05-06,1.353
2019-05-07,1.353
2019-05-08,1.354
2019-05-09,1.355
2019-05-10,1.356
2019-05-13,1.357
2019-05-14,1.357
2019-05-15,1.358
2019-05-16,1.358
2019-05-17,1.358
2019-05-20,1.359
2019-05-21,1.359
2019-05-22,1.359
2019-05-23,1.359
2019-05-24,1.359
2019-05-27,1.359
2019-05-28,1.358
2019-05-29,1.359
2019-05-30,1.359
2019-05-31,1.36
2019-06-03,1.36
2019-06-04,1.361
2019-06-05,1.361
2019-06-06,1.361
2019-06-10,1.361
2019-06-11,1.361
2019-06-12,1.361
2019-06-13,1.361
2019-06-14,1.36
2019-06-17,1.361
2019-06-18,1.361
2019-06-19,1.361
2019-06-20,1.362
2019-06-21,1.363
2019-06-24,1.363
2019-06-25,1.364
2019-06-26,1.364
2019-06-27,1.364
2019-06-28,1.365
2019-06-30,1.365
2019-07-01,1.365
2019-07-02,1.366
2019-07-03,1.367
2019-07-04,1.368
2019-07-05,1.368
2019-07-08,1.368
2019-07-09,1.368
2019-07-10,1.369
2019-07-11,1.369
2019-07-12,1.369
2019-07-15,1.369
2019-07-16,1.369
2019-07-17,1.369
2019-07-18,1.369
2019-07-19,1.369
2019-07-22,1.37
2019-07-23,1.37
2019-07-24,1.37
2019-07-25,1.371
2019-07-26,1.371
2019-07-29,1.371
2019-07-30,1.372
2019-07-31,1.372
2019-08-01,1.373
2019-08-02,1.374
2019-08-05,1.375
2019-08-06,1.376
2019-08-07,1.376
2019-08-08,1.377
2019-08-09,1.378
2019-08-12,1.378
2019-08-13,1.379
2019-08-14,1.379
2019-08-15,1.38
2019-08-16,1.38
2019-08-19,1.38
2019-08-20,1.38
2019-08-21,1.38
2019-08-22,1.38
2019-08-23,1.38
2019-08-26,1.38
2019-08-27,1.38
2019-08-28,1.38
2019-08-29,1.38
2019-08-30,1.38
2019-09-02,1.38
2019-09-03,1.38
2019-09-04,1.38
2019-09-05,1.381
2019-09-06,1.381
2019-09-09,1.382
2019-09-10,1.382
2019-09-11,1.382
2019-09-12,1.382
2019-09-16,1.382
2019-09-17,1.382
2019-09-18,1.382
2019-09-19,1.382
2019-09-20,1.381
2019-09-23,1.381
2019-09-24,1.381
2019-09-25,1.381
2019-09-26,1.381
2019-09-27,1.381
2019-09-30,1.382
2019-10-08,1.383
2019-10-09,1.383
2019-10-10,1.383
2019-10-11,1.383
2019-10-14,1.383
2019-10-15,1.383
2019-10-16,1.383
2019-10-17,1.383
2019-10-18,1.383
2019-10-21,1.382
2019-10-22,1.382
2019-10-23,1.382
2019-10-24,1.382
2019-10-25,1.382
2019-10-28,1.382
2019-10-29,1.382
2019-10-30,1.381
2019-10-31,1.38
2019-11-01,1.38
2019-11-04,1.381
2019-11-05,1.381
2019-11-06,1.381
2019-11-07,1.382
2019-11-08,1.382
2019-11-11,1.383
2019-11-12,1.383
2019-11-13,1.383
2019-11-14,1.383
2019-11-15,1.383
2019-11-18,1.384
2019-11-19,1.384
2019-11-20,1.385
2019-11-21,1.385
2019-11-22,1.385
2019-11-25,1.386
2019-11-26,1.386
2019-11-27,1.386
2019-11-28,1.386
2019-11-29,1.386
2019-12-02,1.387
2019-12-03,1.387
2019-12-04,1.387
2019-12-05,1.387
2019-12-06,1.387
2019-12-09,1.387
2019-12-10,1.388
2019-12-11,1.388
2019-12-12,1.388
2019-12-13,1.388
2019-12-16,1.388
2019-12-17,1.388
2019-12-18,1.388
2019-12-19,1.388
2019-12-20,1.388
2019-12-23,1.389
2019-12-24,1.389
2019-12-25,1.389
2019-12-26,1.39
2019-12-27,1.39
2019-12-30,1.391
2019-12-31,1.391
2020-01-02,1.391
2020-01-03,1.391
2020-01-06,1.392
2020-01-07,1.392
2020-01-08,1.393
2020-01-09,1.393
2020-01-10,1.394
2020-01-13,1.394
2020-01-14,1.394
2020-01-15,1.394
2020-01-16,1.395
2020-01-17,1.395
2020-01-20,1.395
2020-01-21,1.396
2020-01-22,1.396
2020-01-23,1.396
2020-02-03,1.4
2020-02-04,1.4
2020-02-05,1.4
2020-02-06,1.401
2020-02-07,1.401
2020-02-10,1.402
2020-02-11,1.402
2020-02-12,1.403
2020-02-13,1.403
2020-02-14,1.404
2020-02-17,1.405
2020-02-18,1.405
2020-02-19,1.405
2020-02-20,1.405
2020-02-21,1.406
2020-02-24,1.406
2020-02-25,1.407
2020-02-26,1.407
2020-02-27,1.408
2020-02-28,1.408
2020-03-02,1.409
2020-03-03,1.409
2020-03-04,1.41
2020-03-05,1.411
2020-03-06,1.411
2020-03-09,1.414
2020-03-10,1.413
2020-03-11,1.412
2020-03-12,1.412
2020-03-13,1.41
2020-03-16,1.41
2020-03-17,1.408
2020-03-18,1.408
2020-03-19,1.408
2020-03-20,1.409
2020-03-23,1.411
2020-03-24,1.412
2020-03-25,1.412
2020-03-26,1.413
2020-03-27,1.414
2020-03-30,1.414
2020-03-31,1.415
2020-04-01,1.416
2020-04-02,1.416
2020-04-03,1.416
2020-04-07,1.421
2020-04-08,1.424
2020-04-09,1.425
2020-04-10,1.424
2020-04-13,1.424
2020-04-14,1.424
2020-04-15,1.425
2020-04-16,1.426
2020-04-17,1.426
2020-04-20,1.426
2020-04-21,1.426
2020-04-22,1.427
2020-04-23,1.429
2020-04-24,1.43
2020-04-27,1.43
2020-04-28,1.43
2020-04-29,1.431
2020-04-30,1.431
2020-05-06,1.431
2020-05-07,1.429
2020-05-08,1.428
2020-05-11,1.426
2020-05-12,1.425
2020-05-13,1.425
2020-05-14,1.425
2020-05-15,1.425
2020-05-18,1.425
2020-05-19,1.425
2020-05-20,1.425
2020-05-21,1.425
2020-05-22,1.426
2020-05-25,1.426
2020-05-26,1.424
2020-05-27,1.424
2020-05-28,1.423
2020-05-29,1.423
2020-06-01,1.423
2020-06-02,1.42
2020-06-03,1.417
2020-06-04,1.416
2020-06-05,1.414
2020-06-08,1.413
2020-06-09,1.414
2020-06-10,1.414
2020-06-11,1.415
2020-06-12,1.416
2020-06-15,1.417
2020-06-16,1.415
2020-06-17,1.415
2020-06-18,1.415
2020-06-19,1.414
2020-06-22,1.414
2020-06-23,1.412
2020-06-24,1.412
2020-06-29,1.413
2020-06-30,1.413
2020-07-01,1.413
2020-07-02,1.414
2020-07-03,1.414
2020-07-06,1.413
2020-07-07,1.41
2020-07-08,1.41
2020-07-09,1.407
2020-07-10,1.406
2020-07-13,1.404
2020-07-14,1.404
2020-07-15,1.404
2020-07-16,1.405
2020-07-17,1.405
2020-07-20,1.406
2020-07-21,1.407
2020-07-22,1.408
2020-07-23,1.409
2020-07-24,1.41
2020-07-27,1.411
2020-07-28,1.411
2020-07-29,1.41
2020-07-30,1.41
2020-07-31,1.41
2020-08-03,1.41
2020-08-04,1.41
2020-08-05,1.41
2020-08-06,1.41
2020-08-07,1.41
2020-08-10,1.411
2020-08-11,1.411
2020-08-12,1.411
2020-08-13,1.412
2020-08-14,1.412
2020-08-17,1.413
2020-08-18,1.413
2020-08-19,1.413
2020-08-20,1.413
2020-08-21,1.412
2020-08-24,1.413
2020-08-25,1.412
2020-08-26,1.411
2020-08-27,1.411
2020-08-28,1.41
2020-08-31,1.41
2020-09-01,1.41
2020-09-02,1.41
2020-09-03,1.41
2020-09-04,1.41
2020-09-07,1.41
2020-09-08,1.409
2020-09-09,1.41
2020-09-10,1.41
2020-09-11,1.41
2020-09-14,1.41
2020-09-15,1.411
2020-09-16,1.411
2020-09-17,1.411
2020-09-18,1.411
2020-09-21,1.412
2020-09-22,1.412
2020-09-23,1.412
2020-09-24,1.412
2020-09-25,1.412
2020-09-28,1.412
2020-09-29,1.412
2020-09-30,1.413
2020-10-09,1.413
2020-10-12,1.413
2020-10-13,1.413
2020-10-14,1.414
2020-10-15,1.414
2020-10-16,1.414
2020-10-19,1.414
2020-10-20,1.415
2020-10-21,1.415
2020-10-22,1.416
2020-10-23,1.416
2020-10-26,1.416
2020-10-27,1.417
2020-10-28,1.417
2020-10-29,1.417
2020-10-30,1.417
2020-11-02,1.417
2020-11-03,1.417
2020-11-04,1.418
2020-11-05,1.418
2020-11-06,1.418
2020-11-09,1.418
2020-11-10,1.418
2020-11-11,1.418
2020-11-12,1.417
2020-11-13,1.415
2020-11-16,1.415
2020-11-17,1.414
2020-11-18,1.413
2020-11-19,1.412
2020-11-20,1.41
2020-11-23,1.41
2020-11-24,1.41
2020-11-25,1.41
2020-11-26,1.411
2020-11-27,1.411
2020-11-30,1.412
2020-12-01,1.413
2020-12-02,1.413
2020-12-03,1.413
2020-12-04,1.413
2020-12-07,1.414
2020-12-08,1.414
2020-12-09,1.414
2020-12-10,1.414
2020-12-11,1.414
2020-12-14,1.415
2020-12-15,1.415
2020-12-16,1.416
2020-12-17,1.416
2020-12-18,1.416
2020-12-21,1.417
2020-12-22,1.417
2020-12-23,1.418
2020-12-24,1.418
2020-12-25,1.418
2020-12-28,1.419
2020-12-29,1.419
2020-12-30,1.419
2020-12-31,1.42
2021-01-04,1.42
2021-01-05,1.42
2021-01-06,1.421
2021-01-07,1.422
2021-01-08,1.422
2021-01-11,1.423
2021-01-12,1.423
2021-01-13,1.423
2021-01-14,1.423
2021-01-15,1.423
2021-01-18,1.423
2021-01-19,1.423
2021-01-20,1.423
2021-01-21,1.423
2021-01-22,1.424
2021-01-25,1.424
2021-01-26,1.423
2021-01-27,1.423
2021-01-28,1.422
2021-01-29,1.422
2021-02-01,1.422
2021-02-02,1.422
2021-02-03,1.422
2021-02-04,1.422
2021-02-05,1.422
2021-02-08,1.422
2021-02-09,1.422
2021-02-10,1.422
2021-02-18,1.423
2021-02-19,1.423
2021-02-22,1.423
2021-02-23,1.424
2021-02-24,1.424
2021-02-25,1.424
2021-02-26,1.424
2021-03-01,1.424
2021-03-02,1.425
2021-03-03,1.425
2021-03-04,1.425
2021-03-05,1.425
2021-03-08,1.426
2021-03-09,1.426
2021-03-10,1.426
2021-03-11,1.426
2021-03-12,1.426
2021-03-15,1.426
2021-03-16,1.426
2021-03-17,1.426
2021-03-18,1.426
2021-03-19,1.426
2021-03-22,1.427
2021-03-23,1.427
2021-03-24,1.427
2021-03-25,1.427
2021-03-26,1.427
2021-03-29,1.428
2021-03-30,1.428
2021-03-31,1.428
2021-04-01,1.428
2021-04-02,1.428
2021-04-06,1.428
2021-04-07,1.428
2021-04-08,1.428
2021-04-09,1.428
2021-04-12,1.429
2021-04-13,1.429
2021-04-14,1.43
2021-04-15,1.43
2021-04-16,1.43
2021-04-19,1.43
2021-04-20,1.431
2021-04-21,1.431
2021-04-22,1.431
2021-04-23,1.432
2021-04-26,1.431
2021-04-27,1.431
2021-04-28,1.432
2021-04-29,1.432
2021-04-30,1.432
2021-05-06,1.433
2021-05-07,1.433
2021-05-10,1.4339
2021-05-11,1.4343
2021-05-12,1.4349
2021-05-13,1.4351
2021-05-14,1.4354
2021-05-17,1.4357
2021-05-18,1.4361
2021-05-19,1.4366
2021-05-20,1.4369
2021-05-21,1.4375
2021-05-24,1.438
2021-05-25,1.438
2021-05-26,1.4385
2021-05-27,1.4387
2021-05-28,1.4388
2021-05-31,1.439
2021-06-01,1.4392
2021-06-02,1.4392
2021-06-03,1.4396
2021-06-04,1.4396
2021-06-07,1.4393
2021-06-08,1.439
2021-06-09,1.4388
2021-06-10,1.4389
2021-06-11,1.4391
2021-06-15,1.4394
2021-06-16,1.4392
2021-06-17,1.4389
2021-06-18,1.4388
2021-06-21,1.4392
2021-06-22,1.4393
2021-06-23,1.4396
2021-06-24,1.4401
2021-06-25,1.4406
2021-06-28,1.4411
2021-06-29,1.4414
2021-06-30,1.4418
2021-07-01,1.4424
2021-07-02,1.4429
2021-07-05,1.4435
2021-07-06,1.4441
2021-07-07,1.4445
2021-07-08,1.446
2021-07-09,1.4462
2021-07-12,1.4474
2021-07-13,1.4481
2021-07-14,1.4491
2021-07-15,1.4493
2021-07-16,1.4497
2021-07-19,1.4502
2021-07-20,1.4506
2021-07-21,1.4513
2021-07-22,1.4518
2021-07-23,1.4524
2021-07-26,1.4531
2021-07-27,1.4532
2021-07-28,1.453
2021-07-29,1.4533
2021-07-30,1.4539
2021-08-02,1.455
2021-08-03,1.4553
2021-08-04,1.4556
2021-08-05,1.4561
2021-08-06,1.4563
2021-08-09,1.4561
2021-08-10,1.4559
2021-08-11,1.4558
2021-08-12,1.4562
2021-08-13,1.4561
2021-08-16,1.4564
2021-08-17,1.4564
2021-08-18,1.4569
2021-08-19,1.4574
2021-08-20,1.4576
2021-08-23,1.4577
2021-08-24,1.4578
2021-08-25,1.458
2021-08-26,1.4569
2021-08-27,1.457
2021-08-30,1.4573
2021-08-31,1.4577
2021-09-01,1.4581
2021-09-02,1.4585
2021-09-03,1.4585
2021-09-06,1.4587
2021-09-07,1.4587
2021-09-08,1.4587
2021-09-09,1.4587
2021-09-10,1.4588
2021-09-13,1.4588
2021-09-14,1.4585
2021-09-15,1.4586
2021-09-16,1.4584
2021-09-17,1.4584
2021-09-22,1.4587
2021-09-23,1.4584
2021-09-24,1.4582
2021-09-27,1.4579
2021-09-28,1.4575
2021-09-29,1.4575
2021-09-30,1.4576
2021-10-08,1.4579
2021-10-11,1.4575
2021-10-12,1.4572
2021-10-13,1.4569
2021-10-14,1.457
2021-10-15,1.4573
2021-10-18,1.4569
2021-10-19,1.4569
2021-10-20,1.4572
2021-10-21,1.4579
2021-10-22,1.4582
2021-10-25,1.4588
2021-10-26,1.4594
2021-10-27,1.4599
2021-10-28,1.4605
2021-10-29,1.4609
2021-11-01,1.4616
2021-11-02,1.4622
2021-11-03,1.4626
2021-11-04,1.4633
2021-11-05,1.4641
2021-11-08,1.4642
2021-11-09,1.464
2021-11-10,1.4641
2021-11-11,1.4639
2021-11-12,1.4642
2021-11-15,1.4648
2021-11-16,1.4651
2021-11-17,1.4653
2021-11-18,1.4658
2021-11-19,1.466
2021-11-22,1.4667
2021-11-23,1.4669
2021-11-24,1.4673
2021-11-25,1.4675
2021-11-26,1.468
2021-11-29,1.4681
2021-11-30,1.468
2021-12-01,1.4682
2021-12-02,1.4682
2021-12-03,1.4682
2021-12-06,1.4692
2021-12-07,1.4693
2021-12-08,1.4693
2021-12-09,1.4694
2021-12-10,1.4695
2021-12-13,1.4699
2021-12-14,1.4702
2021-12-15,1.4704
2021-12-16,1.4703
2021-12-17,1.4703
2021-12-20,1.4703
2021-12-21,1.4701
2021-12-22,1.4702
2021-12-23,1.4706
2021-12-24,1.4708
2021-12-27,1.4715
2021-12-28,1.4718
2021-12-29,1.4725
2021-12-30,1.473
2021-12-31,1.4735
2022-01-04,1.4738
2022-01-05,1.4739
2022-01-06,1.4737
2022-01-07,1.4738
2022-01-10,1.4746
2022-01-11,1.4749
2022-01-12,1.4754
2022-01-13,1.4756
2022-01-14,1.4758
2022-01-17,1.4765
2022-01-18,1.4775
2022-01-19,1.4788
2022-01-20,1.4791
2022-01-21,1.4795
2022-01-24,1.4805
2022-01-25,1.4806
2022-01-26,1.4801
2022-01-27,1.4799
2022-01-28,1.4804
2022-02-07,1.4814
2022-02-08,1.4814
2022-02-09,1.4812
2022-02-10,1.4814
2022-02-11,1.4802
2022-02-14,1.4797
2022-02-15,1.4796
2022-02-16,1.4797
2022-02-17,1.48
2022-02-18,1.4799
2022-02-21,1.4797
2022-02-22,1.4791
2022-02-23,1.4791
2022-02-24,1.4792
2022-02-25,1.4792
2022-02-28,1.4795
2022-03-01,1.4795
2022-03-02,1.4792
2022-03-03,1.4787
2022-03-04,1.4785
2022-03-07,1.4784
2022-03-08,1.4783
2022-03-09,1.4778
2022-03-10,1.4774
2022-03-11,1.4772
2022-03-14,1.4783
2022-03-15,1.4768
2022-03-16,1.4768
2022-03-17,1.4768
2022-03-18,1.4771
2022-03-21,1.4774
2022-03-22,1.4772
2022-03-23,1.4774
2022-03-24,1.4775
2022-03-25,1.4781
2022-03-28,1.4786
2022-03-29,1.4785
2022-03-30,1.479
2022-03-31,1.4792
2022-04-01,1.48
2022-04-06,1.4811
2022-04-07,1.4818
2022-04-08,1.482
2022-04-11,1.482
2022-04-12,1.4821
2022-04-13,1.4825
2022-04-14,1.4833
2022-04-15,1.4836
2022-04-18,1.4832
2022-04-19,1.4833
2022-04-20,1.4833
2022-04-21,1.4836
2022-04-22,1.4839
2022-04-25,1.4846
2022-04-26,1.4851
2022-04-27,1.4853
2022-04-28,1.4853
2022-04-29,1.4854
2022-05-05,1.4861
2022-05-06,1.4863
2022-05-09,1.4872
2022-05-10,1.4881
2022-05-11,1.4884
2022-05-12,1.4889
2022-05-13,1.4895
2022-05-16,1.4897
2022-05-17,1.4905
2022-05-18,1.4912
2022-05-19,1.4916
2022-05-20,1.4914
2022-05-23,1.4922
2022-05-24,1.4923
2022-05-25,1.4924
2022-05-26,1.4932
2022-05-27,1.4934
2022-05-30,1.4931
2022-05-31,1.4921
2022-06-01,1.4917
2022-06-02,1.4911
2022-06-06,1.4903
2022-06-07,1.49
2022-06-08,1.4901
2022-06-09,1.4907
2022-06-10,1.491
2022-06-13,1.4911
2022-06-14,1.491
2022-06-15,1.491
2022-06-16,1.4914
2022-06-17,1.492
2022-06-20,1.4921
2022-06-21,1.4922
2022-06-22,1.4925
2022-06-23,1.4929
2022-06-24,1.4933
2022-06-27,1.4928
2022-06-28,1.4926
2022-06-29,1.4926
2022-06-30,1.4931
2022-07-01,1.4935
2022-07-04,1.4932
2022-07-05,1.4929
2022-07-06,1.4933
2022-07-07,1.4937
2022-07-08,1.494
2022-07-11,1.4946
2022-07-12,1.4953
2022-07-13,1.4958
2022-07-14,1.4964
2022-07-15,1.4967
2022-07-18,1.4976
2022-07-19,1.4978
2022-07-20,1.4984
2022-07-21,1.4993
2022-07-22,1.4994
2022-07-25,1.4998
2022-07-26,1.5006
2022-07-27,1.5011
2022-07-28,1.5007
2022-07-29,1.5017
2022-08-01,1.503
2022-08-02,1.5037
2022-08-03,1.5043
2022-08-04,1.5051
2022-08-05,1.5048
2022-08-08,1.5046
2022-08-09,1.5037
2022-08-10,1.5036
2022-08-11,1.5031
2022-08-12,1.5031
2022-08-15,1.5056
2022-08-16,1.5068
2022-08-17,1.5067
2022-08-18,1.5071
2022-08-19,1.5073
2022-08-22,1.5075
2022-08-23,1.507
2022-08-24,1.5068
2022-08-25,1.5059
2022-08-26,1.5052
2022-08-29,1.5058
2022-08-30,1.5064
2022-08-31,1.5069
2022-09-01,1.5073
2022-09-02,1.5079
2022-09-05,1.5087
2022-09-06,1.5092
2022-09-07,1.5093
2022-09-08,1.5093
2022-09-09,1.5092
2022-09-13,1.5094
2022-09-14,1.5092
2022-09-15,1.5093
2022-09-16,1.509
2022-09-19,1.5091
2022-09-20,1.5094
2022-09-21,1.5101
2022-09-22,1.5105
2022-09-23,1.5103
2022-09-26,1.5095
2022-09-27,1.5091
2022-09-28,1.5084
2022-09-29,1.5079
2022-09-30,1.5075
2022-10-10,1.5096
2022-10-11,1.5096
2022-10-12,1.5095
2022-10-13,1.5099
2022-10-14,1.5107
2022-10-17,1.5111
2022-10-18,1.5111
2022-10-19,1.5115
2022-10-20,1.5112
2022-10-21,1.5111
2022-10-24,1.5113
2022-10-25,1.5107
2022-10-26,1.5108
2022-10-27,1.5111
2022-10-28,1.5114
2022-10-31,1.512
2022-11-01,1.5118
2022-11-02,1.5116
2022-11-03,1.5117
2022-11-04,1.5112
2022-11-07,1.5112
2022-11-08,1.5105
2022-11-09,1.5101
2022-11-10,1.5094
2022-11-11,1.5077
2022-11-14,1.5029
2022-11-15,1.5011
2022-11-16,1.4984
2022-11-17,1.4978
2022-11-18,1.4979
2022-11-21,1.499
2022-11-22,1.499
2022-11-23,1.4999
2022-11-24,1.5019
2022-11-25,1.5016
2022-11-28,1.501
2022-11-29,1.4978
2022-11-30,1.4967
2022-12-01,1.4959
2022-12-02,1.4957
2022-12-05,1.495
2022-12-06,1.493
2022-12-07,1.4912
2022-12-08,1.4904
2022-12-09,1.4897
2022-12-12,1.4884
2022-12-13,1.4852
2022-12-14,1.4861
2022-12-15,1.4874
2022-12-16,1.4875
2022-12-19,1.4887
2022-12-20,1.4891
2022-12-21,1.4894
2022-12-22,1.49
2022-12-23,1.491
2022-12-26,1.4915
2022-12-27,1.4916
2022-12-28,1.4917
2022-12-29,1.4923
2022-12-30,1.4931
2022-12-31,1.4933
2023-01-03,1.4943
2023-01-04,1.4954
2023-01-05,1.4961
2023-01-06,1.4954
2023-01-09,1.4953
2023-01-10,1.4942
2023-01-11,1.494
2023-01-12,1.4941
2023-01-13,1.494
2023-01-16,1.4934
2023-01-17,1.4935
2023-01-18,1.4937
2023-01-19,1.4939
2023-01-20,1.4943
2023-01-30,1.4952
2023-01-31,1.4954
2023-02-01,1.4956
2023-02-02,1.496
2023-02-03,1.4967
2023-02-06,1.497
2023-02-07,1.4972
2023-02-08,1.4976
2023-02-09,1.498
2023-02-10,1.4984
2023-02-13,1.499
2023-02-14,1.4992
2023-02-15,1.4995
2023-02-16,1.4999
2023-02-17,1.5002
2023-02-20,1.4998
2023-02-21,1.4993
2023-02-22,1.4995
2023-02-23,1.4997
2023-02-24,1.4998
2023-02-27,1.4999
2023-02-28,1.4997
2023-03-01,1.4998
2023-03-02,1.5
2023-03-03,1.5
2023-03-06,1.5007
2023-03-07,1.5013
2023-03-08,1.5018
2023-03-09,1.5023
2023-03-10,1.5027
2023-03-13,1.5029
2023-03-14,1.5032
2023-03-15,1.5032
2023-03-16,1.5034
2023-03-17,1.5038
2023-03-20,1.5048
2023-03-21,1.505
2023-03-22,1.5049
2023-03-23,1.5052
2023-03-24,1.505
2023-03-27,1.5055
2023-03-28,1.5057
2023-03-29,1.506
2023-03-30,1.5062
2023-03-31,1.5068
2023-04-03,1.5074
2023-04-04,1.5074
2023-04-06,1.5076
2023-04-07,1.5078
2023-04-10,1.5084
2023-04-11,1.509
2023-04-12,1.5095
2023-04-13,1.5096
2023-04-14,1.5098
2023-04-17,1.5099
2023-04-18,1.5101
2023-04-19,1.5106
2023-04-20,1.5109
2023-04-21,1.511
2023-04-24,1.5115
2023-04-25,1.5118
2023-04-26,1.5121
2023-04-27,1.513
2023-04-28,1.5133
2023-05-04,1.5143
2023-05-05,1.5153
2023-05-08,1.5154
2023-05-09,1.5159
2023-05-10,1.5165
2023-05-11,1.5173
2023-05-12,1.5174
2023-05-15,1.5175
2023-05-16,1.5175
2023-05-17,1.5175
2023-05-18,1.5174
2023-05-19,1.5178
2023-05-22,1.5185
2023-05-23,1.5194
2023-05-24,1.5195
2023-05-25,1.5194
2023-05-26,1.5194
2023-05-29,1.5198
2023-05-30,1.5201
2023-05-31,1.5204
2023-06-01,1.521
2023-06-02,1.5209
2023-06-05,1.5212
2023-06-06,1.5218
2023-06-07,1.5224
2023-06-08,1.5225
2023-06-09,1.5232
2023-06-12,1.5239
2023-06-13,1.5249
2023-06-14,1.5254
2023-06-15,1.5247
2023-06-16,1.5237
2023-06-19,1.5225
2023-06-20,1.5225
2023-06-21,1.5229
2023-06-26,1.5234
2023-06-27,1.5233
2023-06-28,1.5234
2023-06-29,1.5237
2023-06-30,1.5248
2023-07-03,1.5251
2023-07-04,1.5253
2023-07-05,1.5259
2023-07-06,1.5263
2023-07-07,1.5269
2023-07-10,1.5274
2023-07-11,1.528
2023-07-12,1.5281
2023-07-13,1.5279
2023-07-14,1.5279
2023-07-17,1.5285
2023-07-18,1.529
2023-07-19,1.5294
2023-07-20,1.5297
2023-07-21,1.5301
2023-07-24,1.5305
2023-07-25,1.5286
2023-07-26,1.5285
2023-07-27,1.5291
2023-07-28,1.5288
2023-07-31,1.5283
2023-08-01,1.5285
2023-08-02,1.5288
2023-08-03,1.5293
2023-08-04,1.5297
2023-08-07,1.5302
2023-08-08,1.5307
2023-08-09,1.531
2023-08-10,1.5312
2023-08-11,1.5316
2023-08-14,1.5323
2023-08-15,1.5333
2023-08-16,1.5339
